gene_name,TCGA-UCEC(Black Or African American)(106)
NCF2,0.018867925
KRTAP13-3,0.018867925
HMOX1,0.018867925
FAM209A,0.018867925
BET1,0.018867925
RAB2B,0.018867925
ANAPC7,0.018867925
DTX2P1-UPK3BP1-PMS2P11,0.018867925
ARPC3,0.018867925
TIMM9,0.018867925
TUSC3,0.018867925
MPZL1,0.018867925
PON3,0.018867925
LONRF1,0.018867925
RPS3AP34,0.018867925
TIPRL,0.018867925
OR4K5,0.018867925
RPL3,0.018867925
XCL2,0.018867925
TCF23,0.018867925
PREB,0.018867925
RCSD1,0.018867925
PDGFRL,0.018867925
SH2B3,0.018867925
L3HYPDH,0.018867925
CMKLR1,0.018867925
FICD,0.018867925
ISCU,0.018867925
SGSM3,0.018867925
SELPLG,0.018867925
SSH1,0.018867925
USP30,0.018867925
ADSL,0.018867925
REEP4,0.018867925
ILDR2,0.018867925
TRGV2,0.018867925
MPV17,0.018867925
RRP1B,0.018867925
NPM2,0.018867925
INTS10,0.018867925
CD247,0.018867925
ASAH1,0.018867925
PWP2,0.018867925
APOBEC3C,0.018867925
PDLIM2,0.018867925
C8orf74,0.018867925
SLC8B1,0.018867925
SDS,0.018867925
PRSS55,0.018867925
PRSS51,0.018867925
MYOC,0.018867925
HADHB,0.018867925
PPP1R3B,0.018867925
BAIAP2L2,0.018867925
MAP1LC3B2,0.018867925
POTEG,0.018867925
C12orf49,0.018867925
UBE2D4,0.018867925
PICK1,0.018867925
OR10G2,0.018867925
CLDN23,0.018867925
SPDYE1,0.018867925
DTNB,0.018867925
TBPL2,0.018867925
RP3-449O17.1,0.018867925
ATP1B1,0.018867925
KCNJ4,0.018867925
NAA30,0.018867925
B3GALT5,0.018867925
DNMT3L,0.018867925
USP17L7,0.018867925
NME7,0.018867925
C20orf85,0.018867925
ZNF705D,0.018867925
TRAFD1,0.018867925
SELL,0.018867925
METTL18,0.018867925
STK17A,0.018867925
RNU6-389P,0.018867925
CTSB,0.018867925
RHOU,0.018867925
DMC1,0.018867925
RP11-813I20.2,0.018867925
BLK,0.018867925
MX1,0.018867925
C8orf58,0.018867925
POLM,0.018867925
HSD17B7,0.018867925
ESR2,0.018867925
MBOAT4,0.018867925
LEPROTL1,0.018867925
TBX20,0.018867925
C1orf110,0.018867925
METTL17,0.018867925
HMBOX1,0.018867925
TRMT61B,0.018867925
CHPT1,0.018867925
PNOC,0.018867925
RSPH1,0.018867925
SLC39A2,0.018867925
DRAM1,0.018867925
KCNG1,0.018867925
PBX1,0.018867925
IGF1,0.018867925
ZBTB21,0.018867925
CSDC2,0.018867925
NHP2L1,0.018867925
ASCL1,0.018867925
RP5-1121E10.2,0.018867925
EGLN1,0.018867925
AC010091.1,0.018867925
NDUFA6,0.018867925
FAM109B,0.018867925
GPX2,0.018867925
TMEM243,0.018867925
FKBP9,0.018867925
NAGA,0.018867925
CEBPB,0.018867925
PTPN1,0.018867925
ZNF295-AS1,0.018867925
CENPM,0.018867925
YPEL5,0.018867925
C1orf226,0.018867925
RNF122,0.018867925
WDR43,0.018867925
SH2D1B,0.018867925
ESCO2,0.018867925
SLC37A1,0.018867925
DHRS7,0.018867925
SLC38A6,0.018867925
TRGC1,0.018867925
SLC25A17,0.018867925
CYP24A1,0.018867925
NKX3-1,0.018867925
FAM133B,0.018867925
FAM78B,0.018867925
R3HCC1,0.018867925
CHMP7,0.018867925
PFDN4,0.018867925
SLC35F3,0.018867925
OR11H4,0.018867925
LINC00479,0.018867925
OR5AU1,0.018867925
OR11H6,0.018867925
FAM210B,0.018867925
RP11-875O11.2,0.018867925
HSF2BP,0.018867925
UCK2,0.018867925
GNAT3,0.018867925
SCARA3,0.018867925
C12orf45,0.018867925
RNASE10,0.018867925
TRIM35,0.018867925
LRRC52,0.018867925
TPPP2,0.018867925
STMN4,0.018867925
CHADL,0.018867925
MRPL33,0.018867925
APEX1,0.018867925
RNASE13,0.018867925
ADRA1A,0.018867925
NME8,0.018867925
KCNK1,0.018867925
GPN1,0.018867925
SNAPC1,0.018867925
GCKR,0.018867925
CHST11,0.018867925
FNDC4,0.018867925
KRTAP10-2,0.018867925
COA1,0.018867925
KLHDC2,0.018867925
OASL,0.018867925
KCNJ6,0.018867925
PTRHD1,0.018867925
TRAV4,0.018867925
CENPL,0.018867925
SIRT4,0.018867925
KRTAP12-3,0.018867925
MYH16,0.018867925
APOL2,0.018867925
PXN,0.018867925
PSMC6,0.018867925
RPLP0,0.018867925
APOL4,0.018867925
CTSZ,0.018867925
CLN8,0.018867925
POLD2,0.018867925
HMGN1,0.018867925
TEDDM1,0.018867925
DDX56,0.018867925
RAB35,0.018867925
VSTM2A,0.018867925
YKT6,0.018867925
ERICH1-AS1,0.018867925
PRKAB1,0.018867925
LCA5L,0.018867925
GDF7,0.018867925
CNIH1,0.018867925
MYL7,0.018867925
TMEM130,0.018867925
CCM2,0.018867925
ETS2,0.018867925
ARPC1A,0.018867925
C14orf183,0.018867925
P2RX4,0.018867925
DSCR10,0.018867925
SAV1,0.018867925
BUD31,0.018867925
LAMP1,0.018867925
RP11-248J18.3,0.018867925
KRTAP10-10,0.018867925
TRAV10,0.018867925
DEFA4,0.018867925
ABHD12B,0.018867925
FAM163A,0.018867925
AC011294.3,0.018867925
HUS1,0.018867925
RALGPS2,0.018867925
RNF34,0.018867925
FAM228B,0.018867925
TMPRSS6,0.018867925
PFN4,0.018867925
SUN3,0.018867925
SEPT7P2,0.018867925
PDAP1,0.018867925
SRSF9,0.018867925
C7orf57,0.018867925
VWC2,0.018867925
APOL1,0.018867925
GATC,0.018867925
DEFB1,0.018867925
C1orf105,0.018867925
F10,0.018867925
IL31,0.018867925
BAIAP2L1,0.018867925
RSRC2,0.018867925
RPL23AP53,0.018867925
HCAR1,0.018867925
LINC00452,0.018867925
RASD2,0.018867925
VIPR2,0.018867925
EIF3L,0.018867925
BRI3,0.018867925
SPACA7,0.018867925
HS1BP3,0.018867925
KRTAP10-5,0.018867925
DENR,0.018867925
RGS7,0.018867925
HIST3H3,0.018867925
RFC5,0.018867925
MICALL1,0.018867925
TRAV8-4,0.018867925
LRR1,0.018867925
MTG2,0.018867925
ZNF596,0.018867925
VOPP1,0.018867925
DEFB4A,0.018867925
DIABLO,0.018867925
SUDS3,0.018867925
DNAAF2,0.018867925
TMEM255B,0.018867925
ERICH1,0.018867925
GCAT,0.018867925
SDHB,0.009433962
TRIM42,0.009433962
CTAG2,0.009433962
KRTAP21-2,0.009433962
KRTAP20-3,0.009433962
OPN3,0.009433962
IKBKGP1,0.009433962
NTPCR,0.009433962
GRP,0.009433962
CELF5,0.009433962
PCNA,0.009433962
CH17-335B8.4,0.009433962
C19orf24,0.009433962
C19orf71,0.009433962
RP4-576H24.4,0.009433962
MFSD12,0.009433962
IGKV3-7,0.009433962
SLC25A34,0.009433962
RP5-828H9.1,0.009433962
KRTAP15-1,0.009433962
AL008723.1,0.009433962
SFN,0.009433962
MAP1LC3C,0.009433962
MDS2,0.009433962
FAM162A,0.009433962
VAMP8,0.009433962
PRR23C,0.009433962
IGKV3-11,0.009433962
CST3,0.009433962
AKR1C8P,0.009433962
MKKS,0.009433962
KRTAP8-1,0.009433962
IGKV2-28,0.009433962
KRTAP22-1,0.009433962
IGKV1D-8,0.009433962
DSTN,0.009433962
RBP2,0.009433962
KRTAP20-2,0.009433962
HMG20B,0.009433962
PADI3,0.009433962
AES,0.009433962
KRTAP19-7,0.009433962
FAM3A,0.009433962
CSTL1,0.009433962
CNTNAP3P2,0.009433962
CST11,0.009433962
RIPPLY3,0.009433962
IGKV5-2,0.009433962
FBXO42,0.009433962
ADGRE3,0.009433962
PMAIP1,0.009433962
KRTAP19-5,0.009433962
GGTLC1,0.009433962
C1QC,0.009433962
ZNF683,0.009433962
RNF7,0.009433962
ANKEF1,0.009433962
IGKV6-21,0.009433962
IGKV2-26,0.009433962
POLR2E,0.009433962
PIGP,0.009433962
CST8,0.009433962
COA7,0.009433962
NECAP2,0.009433962
TMEM259,0.009433962
SNRPB2,0.009433962
CPLX4,0.009433962
HMGN2,0.009433962
HSPB7,0.009433962
MFAP2,0.009433962
RP11-108M9.4,0.009433962
DSCR8,0.009433962
KRTAP19-4,0.009433962
ESPNP,0.009433962
ADGRG3,0.009433962
FH,0.009433962
WDR18,0.009433962
CST5,0.009433962
RPIA,0.009433962
IGKV1-17,0.009433962
CD86,0.009433962
IGKV1-5,0.009433962
GRIN3B,0.009433962
IGKV1D-43,0.009433962
SCAMP4,0.009433962
AKR7A2,0.009433962
NXT1,0.009433962
MRPS6,0.009433962
SPEF1,0.009433962
IGKV1-37,0.009433962
KCNE1,0.009433962
LINC00909,0.009433962
THEG,0.009433962
LINC00652,0.009433962
CDA,0.009433962
MUL1,0.009433962
BX255923.2,0.009433962
ZNF593,0.009433962
PLEKHJ1,0.009433962
B3GALNT2,0.009433962
C11orf39,0.009433962
ATP5O,0.009433962
CBR1,0.009433962
AL591893.1,0.009433962
VN1R5,0.009433962
PLGLB1,0.009433962
SF3A2,0.009433962
JSRP1,0.009433962
AC245100.1,0.009433962
OR2W5,0.009433962
C6orf49,0.009433962
C2CD4C,0.009433962
C18orf63,0.009433962
OAZ1,0.009433962
PET117,0.009433962
AP5S1,0.009433962
C3orf36,0.009433962
LINC00493,0.009433962
VAMP5,0.009433962
AC011453.2,0.009433962
ADAT3,0.009433962
IGKV2D-29,0.009433962
AC126323.2,0.009433962
TFB2M,0.009433962
NBPF3,0.009433962
SLC41A3,0.009433962
AC093642.1,0.009433962
FAM86JP,0.009433962
AC126544.1,0.009433962
ARPIN,0.009433962
HSBP1L1,0.009433962
MIR802,0.009433962
KCNG2,0.009433962
AC008132.15,0.009433962
AC125232.1,0.009433962
NUDT16,0.009433962
AC005251.3,0.009433962
EFCAB2,0.009433962
POLR3F,0.009433962
SLC30A2,0.009433962
TRH,0.009433962
MRPS26,0.009433962
IGKV2D-24,0.009433962
APELA,0.009433962
RBBP9,0.009433962
NBPF2P,0.009433962
FAM110D,0.009433962
MTFR1L,0.009433962
CDC34,0.009433962
PCED1A,0.009433962
TMEM239,0.009433962
MPP1,0.009433962
MINOS1,0.009433962
CEP131,0.009433962
C2orf68,0.009433962
AC093616.4,0.009433962
MRAP,0.009433962
FSTL3,0.009433962
C1orf100,0.009433962
PRSS57,0.009433962
CELA3B,0.009433962
MIS18A,0.009433962
PQLC2,0.009433962
MT1HL1,0.009433962
ITPA,0.009433962
NCMAP,0.009433962
AP000295.9,0.009433962
KRTAP19-8,0.009433962
HMSD,0.009433962
KRTAP11-1,0.009433962
RCAN3,0.009433962
AL023806.1,0.009433962
BANF2,0.009433962
AL022578.1,0.009433962
RNF181,0.009433962
FOXL2,0.009433962
KRTAP7-1,0.009433962
GAB3,0.009433962
PRR23A,0.009433962
AL022345.10,0.009433962
FAM3B,0.009433962
CENPU,0.009433962
HTR6,0.009433962
PLA2G2E,0.009433962
OLIG1,0.009433962
GPR137B,0.009433962
IGKV3D-20,0.009433962
NKX2-4,0.009433962
TOMM20,0.009433962
LMNB2,0.009433962
ADAMTSL5,0.009433962
PLA2G2D,0.009433962
C21orf62,0.009433962
SOX14,0.009433962
GZMM,0.009433962
TMEM57,0.009433962
ADGRA1-AS1,0.009433962
RP11-67L2.2,0.009433962
DIRAS1,0.009433962
SLC39A3,0.009433962
PSMG1,0.009433962
IGKV6D-41,0.009433962
MGME1,0.009433962
MTCP1,0.009433962
FUNDC2,0.009433962
H2AFB1,0.009433962
SYF2,0.009433962
HMCES,0.009433962
AL354820.1,0.009433962
SNRPB,0.009433962
IGKV1D-13,0.009433962
ZNF225,0.009433962
LINC00299,0.009433962
PLSCR1,0.009433962
RP11-1365D11.1,0.009433962
RP11-108O10.8,0.009433962
ATP5I,0.009433962
SLC16A3,0.009433962
FKBP1B,0.009433962
TMEM52,0.009433962
CD7,0.009433962
MIR646,0.009433962
TEX19,0.009433962
ZNF876P,0.009433962
PXYLP1,0.009433962
PIGZ,0.009433962
MFSD2B,0.009433962
PRR35,0.009433962
TNFRSF14,0.009433962
RNU6-821P,0.009433962
RAB40B,0.009433962
FAM213B,0.009433962
GTF2A1L,0.009433962
LRCH3,0.009433962
TP73-AS1,0.009433962
DCXR,0.009433962
RP11-119F19.5,0.009433962
RP11-134G8.5,0.009433962
SLC35E2,0.009433962
RP11-78J21.7,0.009433962
RP11-68E19.2,0.009433962
ATAD3C,0.009433962
FAM195B,0.009433962
RP11-493E12.3,0.009433962
AC092535.3,0.009433962
RP11-45A17.3,0.009433962
RP11-439M15.1,0.009433962
RP11-420N3.3,0.009433962
MAFG,0.009433962
EFR3B,0.009433962
PIGT,0.009433962
RP11-320G10.1,0.009433962
ATP5E,0.009433962
RP11-291L22.6,0.009433962
SLMO2,0.009433962
MMP23B,0.009433962
CDK11A,0.009433962
CENPO,0.009433962
BDH1,0.009433962
SNORA75,0.009433962
WFDC6,0.009433962
MIR6511A2,0.009433962
MIR1-1,0.009433962
GTSF1L,0.009433962
MIR217,0.009433962
FANCL,0.009433962
RDH14,0.009433962
MIR8078,0.009433962
MIR6859-3,0.009433962
MIR6723,0.009433962
MIR670HG,0.009433962
DHX35,0.009433962
KCNK15,0.009433962
RP11-699L21.1,0.009433962
MIR6080,0.009433962
HRASLS,0.009433962
TNFRSF9,0.009433962
MIR124-3,0.009433962
RNU1-20P,0.009433962
UTS2B,0.009433962
MIR5787,0.009433962
AC008271.1,0.009433962
MTERF2,0.009433962
MTERF3,0.009433962
L3MBTL4,0.009433962
PNPT1,0.009433962
DFFB,0.009433962
TYMS,0.009433962
AJAP1,0.009433962
PKIG,0.009433962
LINC00470,0.009433962
OOSP2,0.009433962
OGFRP1,0.009433962
TTPAL,0.009433962
TM4SF19,0.009433962
TCTEX1D2,0.009433962
GPR153,0.009433962
NUDT16P1,0.009433962
NIFK,0.009433962
RPS21,0.009433962
CABLES2,0.009433962
FITM2,0.009433962
WDR35,0.009433962
RPS27A,0.009433962
MTERF4,0.009433962
RP11-87C7.3,0.009433962
ARL16,0.009433962
ACTR5,0.009433962
THUMPD2,0.009433962
OCSTAMP,0.009433962
TRIM49D2,0.009433962
SUPT7L,0.009433962
TK1,0.009433962
TMEM56-RWDD3,0.009433962
ZNF663P,0.009433962
TMEM263,0.009433962
THUMPD3-AS1,0.009433962
TEX43,0.009433962
TEX36-AS1,0.009433962
SDF4,0.009433962
CYTL1,0.009433962
CYTH1,0.009433962
MC3R,0.009433962
STX18,0.009433962
TBC1D3I,0.009433962
SVIL-AS1,0.009433962
TMEM128,0.009433962
AURKA,0.009433962
ENPP7,0.009433962
RBKS,0.009433962
TRIM75P,0.009433962
TRY2P,0.009433962
LINC00868,0.009433962
SRD5A2,0.009433962
ALG1L3P,0.009433962
SNAI1,0.009433962
RP11-206L10.1,0.009433962
UBE2V1,0.009433962
TEN1,0.009433962
ZACN,0.009433962
FOXJ1,0.009433962
TMEM189,0.009433962
YWHAEP7,0.009433962
AANAT,0.009433962
CYP1B1-AS1,0.009433962
AC016995.3,0.009433962
WASH1,0.009433962
ISG15,0.009433962
RP11-774O3.3,0.009433962
TADA2B,0.009433962
GEMIN6,0.009433962
TUNAR,0.009433962
TRIM54,0.009433962
SPDYE5,0.009433962
CCDC137,0.009433962
WFDC9,0.009433962
RPL23AP82,0.009433962
WFDC11,0.009433962
SLBP,0.009433962
RPARP-AS1,0.009433962
RP5-972B16.2,0.009433962
WFDC10A,0.009433962
RP5-856G1.2,0.009433962
LINC00482,0.009433962
TMEM105,0.009433962
RP5-1116H23.3,0.009433962
SPATA45,0.009433962
WFDC8,0.009433962
ACTG1,0.009433962
STX16,0.009433962
MIR298,0.009433962
TSPAN10,0.009433962
POMC,0.009433962
PDE6G,0.009433962
ANKRD65,0.009433962
EPPIN-WFDC6,0.009433962
AATK-AS1,0.009433962
UBE2C,0.009433962
TMEM247,0.009433962
SCOC-AS1,0.009433962
SNORD50B,0.009433962
LRPAP1,0.009433962
TRIM47,0.009433962
FAM132A,0.009433962
SMIM10L2A,0.009433962
SLC30A3,0.009433962
UBE2J2,0.009433962
MSANTD1,0.009433962
SMG1P4,0.009433962
KCNG3,0.009433962
ATRAID,0.009433962
SLC5A6,0.009433962
SDHAF4,0.009433962
NEURL2,0.009433962
CGREF1,0.009433962
C4orf48,0.009433962
ZSWIM1,0.009433962
MAPRE3,0.009433962
CHMP6,0.009433962
MIR3171,0.009433962
MIR29A,0.009433962
CT83,0.009433962
FLJ35934,0.009433962
BOLA3,0.009433962
GAS2L1P2,0.009433962
C20orf144,0.009433962
WDR54,0.009433962
FLJ42393,0.009433962
IQCJ,0.009433962
RARRES1,0.009433962
BPIFA2,0.009433962
TCEB3CL,0.009433962
TCEB3C,0.009433962
FAR2P2,0.009433962
IER3IP1,0.009433962
TTC31,0.009433962
FLJ26850,0.009433962
LINC00886,0.009433962
FIRRE,0.009433962
RPL17,0.009433962
FAM150B,0.009433962
FAR2P4,0.009433962
RP11-451G4.2,0.009433962
SIGLEC15,0.009433962
PXMP4,0.009433962
DGUOK,0.009433962
ADI1,0.009433962
MCEE,0.009433962
HMP19,0.009433962
C18orf21,0.009433962
HGH1,0.009433962
RPRD1A,0.009433962
ELP2,0.009433962
CMPK2,0.009433962
HACD4,0.009433962
RPS7,0.009433962
MOCOS,0.009433962
TPGS2,0.009433962
DHRS3,0.009433962
GOLGA6L5P,0.009433962
NMD3,0.009433962
PRADC1,0.009433962
DYNLRB1,0.009433962
PPM1L,0.009433962
ALMS1P,0.009433962
RALY,0.009433962
MME,0.009433962
SKA1,0.009433962
HNRNPCL2,0.009433962
COMMD2,0.009433962
CYSRT1,0.009433962
CYP4F62P,0.009433962
NCOR1P1,0.009433962
CYP2B7P,0.009433962
CYCSP6,0.009433962
FAM182A,0.009433962
RP11-651P23.5,0.009433962
ANKUB1,0.009433962
BOD1L2,0.009433962
BACH1-IT1,0.009433962
TMEM14E,0.009433962
NANP,0.009433962
CTD-2135J3.4,0.009433962
WWTR1,0.009433962
TM4SF18,0.009433962
KRTAP25-1,0.009433962
GYG1,0.009433962
KRTAP26-1,0.009433962
RP11-1151B14.3,0.009433962
CTB-55O6.8,0.009433962
D4S234E,0.009433962
CYYR1,0.009433962
ID1,0.009433962
DHRS4L1,0.009433962
FAM74A7,0.009433962
AADAC,0.009433962
ELAC1,0.009433962
PRAMEF5,0.009433962
FAM110C,0.009433962
RP11-219C24.6,0.009433962
LYPD8,0.009433962
AL109763.2,0.009433962
MIR548X,0.009433962
ERICH4,0.009433962
CCM2L,0.009433962
LINC00308,0.009433962
POLE4,0.009433962
STARD6,0.009433962
CTRC,0.009433962
MRPL19,0.009433962
DYNAP,0.009433962
DKFZp434P228,0.009433962
ATP5J,0.009433962
PROCR,0.009433962
EIF6,0.009433962
BIRC7,0.009433962
RBP7,0.009433962
POLR2H,0.009433962
GHRH,0.009433962
PPP3R1,0.009433962
LINC01531,0.009433962
CNRIP1,0.009433962
TMEM241,0.009433962
NDRG3,0.009433962
SLA2,0.009433962
ABHD16B,0.009433962
C20orf24,0.009433962
IMPACT,0.009433962
HTR3C,0.009433962
APLF,0.009433962
BMP10,0.009433962
LINC01312,0.009433962
MAP6D1,0.009433962
APITD1-CORT,0.009433962
LINC01278,0.009433962
LINC01270,0.009433962
LINC01239,0.009433962
MANBAL,0.009433962
MAGEF1,0.009433962
SNRPD1,0.009433962
LIME1,0.009433962
SLC45A1,0.009433962
NTSR2,0.009433962
MEIKIN,0.009433962
RP11-345J13.1,0.009433962
SNORA71D,0.009433962
SNORA71B,0.009433962
AC062028.1,0.009433962
RPL39L,0.009433962
LMO7DN,0.009433962
AC074391.1,0.009433962
MC2R,0.009433962
LINC01588,0.009433962
LINC01587,0.009433962
RNU6-316P,0.009433962
LINC01567,0.009433962
RTEL1-TNFRSF6B,0.009433962
RNU6-721P,0.009433962
ZGPAT,0.009433962
LINC01558,0.009433962
LINC01207,0.009433962
DFFA,0.009433962
HOXA10-HOXA9,0.009433962
LINC00266-1,0.009433962
PCBP1-AS1,0.009433962
SLC2A2,0.009433962
RPL22L1,0.009433962
OPN1MW,0.009433962
ANGPTL7,0.009433962
SNRPG,0.009433962
KLF2P4,0.009433962
SAMD7,0.009433962
UBIAD1,0.009433962
RPL37P1,0.009433962
LINC01181,0.009433962
INTS4P1,0.009433962
IFT22,0.009433962
CLEC4F,0.009433962
KIAA2013,0.009433962
ACTRT3,0.009433962
GDF5,0.009433962
HYPM,0.009433962
HPVC1,0.009433962
bP-21201H5.1,0.009433962
KRT17P7,0.009433962
NPBWR2,0.009433962
RGS19,0.009433962
KRT87P,0.009433962
IAH1,0.009433962
LINC01159,0.009433962
PSMA8,0.009433962
MRPL47,0.009433962
LINC01152,0.009433962
LINC01123,0.009433962
LINC01121,0.009433962
LINC01118,0.009433962
SAMD10,0.009433962
LINC01105,0.009433962
LINC01101,0.009433962
SCAND1,0.009433962
LINC01097,0.009433962
LINC00997,0.009433962
SOX18,0.009433962
TNFSF10,0.009433962
LINC00298,0.009433962
LA16c-380H5.1,0.009433962
LA16c-306E5.2,0.009433962
TMEM74B,0.009433962
YRDC,0.009433962
NR0B2,0.009433962
NDP,0.009433962
CMTM8,0.009433962
HOXD1,0.009433962
FAM63A,0.009433962
LINC00862,0.009433962
CMC1,0.009433962
MIR221,0.009433962
TNFAIP8L2,0.009433962
LINC00692,0.009433962
DUSP21,0.009433962
TMOD4,0.009433962
NR1D2,0.009433962
SEC1P,0.009433962
CYCTP,0.009433962
MRPL9,0.009433962
HRC,0.009433962
RNF185,0.009433962
C19orf73,0.009433962
HMGB1P5,0.009433962
THEM4,0.009433962
DRG1,0.009433962
S100A10,0.009433962
CFHR2,0.009433962
CMTM7,0.009433962
CMTM6,0.009433962
RPS11,0.009433962
SEC14L3,0.009433962
RNF115,0.009433962
ZNF66,0.009433962
PCSK1N,0.009433962
CSRP1,0.009433962
ATP5G3,0.009433962
GATSL3,0.009433962
NBPF14,0.009433962
SLC22A14,0.009433962
CTD-2561J22.2,0.009433962
PPIAL4D,0.009433962
IRF3,0.009433962
RP11-552E4.3,0.009433962
SPACA5B,0.009433962
PPIAL4C,0.009433962
RNF215,0.009433962
HIST2H2AC,0.009433962
BOLA1,0.009433962
HOXD11,0.009433962
RNU6-704P,0.009433962
RP4-539M6.19,0.009433962
RN7SL860P,0.009433962
DPH3,0.009433962
CFHR1,0.009433962
GLRX2,0.009433962
LCE1F,0.009433962
HPN-AS1,0.009433962
LCE1E,0.009433962
NUCB1,0.009433962
SPRR1B,0.009433962
SPRR2D,0.009433962
SPRR2A,0.009433962
VENTXP1,0.009433962
SPRR2E,0.009433962
MKRN2,0.009433962
APOBEC4,0.009433962
TIMP4,0.009433962
SPRR2F,0.009433962
FFAR3,0.009433962
SPRR2C,0.009433962
LELP1,0.009433962
NUP35,0.009433962
IZUMO1,0.009433962
VHL,0.009433962
BRK1,0.009433962
FANCD2OS,0.009433962
RGS16,0.009433962
SCN1B,0.009433962
C1orf68,0.009433962
RGS13,0.009433962
LCE4A,0.009433962
CGB5,0.009433962
SLC7A10,0.009433962
C22orf24,0.009433962
CEBPA,0.009433962
CRCT1,0.009433962
PEPD,0.009433962
LCE3E,0.009433962
HACL1,0.009433962
RPS4XP21,0.009433962
METTL6,0.009433962
LCE3D,0.009433962
LCE3B,0.009433962
RFPL2,0.009433962
CTB-60B18.6,0.009433962
PDCD2L,0.009433962
LCE3A,0.009433962
CGB,0.009433962
LCE2B,0.009433962
LCE2A,0.009433962
LSM3,0.009433962
CHCHD4,0.009433962
CX3CR1,0.009433962
POLR3C,0.009433962
HORMAD2,0.009433962
PRSS45,0.009433962
ALX3,0.009433962
UBL4B,0.009433962
KLK5,0.009433962
LAMTOR5,0.009433962
ASB12,0.009433962
KCNA10,0.009433962
KLKP1,0.009433962
SPC25,0.009433962
SPIN2A,0.009433962
SPIN2B,0.009433962
CHI3L2,0.009433962
TDGF1,0.009433962
DHRS9,0.009433962
POM121L10P,0.009433962
CCR1,0.009433962
WDR77,0.009433962
TMEM211,0.009433962
GPR32,0.009433962
METTL5,0.009433962
REN,0.009433962
CRYBB3,0.009433962
GSTM3,0.009433962
GSTM1,0.009433962
TMEM158,0.009433962
KLHDC8A,0.009433962
SNORA72,0.009433962
CTD-3187F8.14,0.009433962
PDZD11,0.009433962
GSTT2B,0.009433962
TMA7,0.009433962
IFIH1,0.009433962
DDTL,0.009433962
GGT5,0.009433962
MYBPHL,0.009433962
NME6,0.009433962
BABAM1,0.009433962
ANKLE1,0.009433962
ABHD8,0.009433962
LINC00269,0.009433962
DDA1,0.009433962
SLC38A11,0.009433962
CSRNP3,0.009433962
MVB12A,0.009433962
PGLS,0.009433962
AMIGO1,0.009433962
MYL3,0.009433962
IGLL3P,0.009433962
FKBP8,0.009433962
CCR8,0.009433962
HAPLN4,0.009433962
KRBOX1,0.009433962
HSD3BP2,0.009433962
TSSK6,0.009433962
NDUFA13,0.009433962
YJEFN3,0.009433962
HMGCS2,0.009433962
GAGE1,0.009433962
CTC-260F20.3,0.009433962
GAGE2A,0.009433962
LPAR2,0.009433962
GAGE2E,0.009433962
EMBP1,0.009433962
ZNF101,0.009433962
RNPEP,0.009433962
NBPF8,0.009433962
LINC00623,0.009433962
PRAF2,0.009433962
CABP7,0.009433962
MOBP,0.009433962
ZMAT5,0.009433962
SHISA4,0.009433962
GDAP2,0.009433962
CYP8B1,0.009433962
RAP1A,0.009433962
NR2C2AP,0.009433962
CRLF1,0.009433962
RHOC,0.009433962
SNRPE,0.009433962
CHIT1,0.009433962
HSD17B10,0.009433962
DCAF17,0.009433962
SNORA42,0.009433962
IZUMO2,0.009433962
MAB21L3,0.009433962
HSCB,0.009433962
RABIF,0.009433962
DDX49,0.009433962
XBP1,0.009433962
XAGE2,0.009433962
MIR138-1,0.009433962
XAGE1B,0.009433962
MEF2BNB-MEF2B,0.009433962
UBE2T,0.009433962
MEF2B,0.009433962
RHBDD3,0.009433962
RFXANK,0.009433962
IGFLR1,0.009433962
DBP,0.009433962
LY75-CD302,0.009433962
CCDC97,0.009433962
CYP20A1,0.009433962
DUSP23,0.009433962
C1orf204,0.009433962
CREG1,0.009433962
AC010731.4,0.009433962
HDAC10,0.009433962
POU2F1,0.009433962
METTL21A,0.009433962
AC096772.6,0.009433962
OPA3,0.009433962
C2orf57,0.009433962
RPL18,0.009433962
PEX19,0.009433962
EXOSC5,0.009433962
VASP,0.009433962
CEACAM21,0.009433962
LINC00898,0.009433962
PPM1N,0.009433962
B3GNT7,0.009433962
CRYGC,0.009433962
CEACAM6,0.009433962
HTR2B,0.009433962
MIOX,0.009433962
NCAPH2,0.009433962
SCO2,0.009433962
CCDC61,0.009433962
OR10X1,0.009433962
APOBEC3A,0.009433962
CRLF2,0.009433962
FBL,0.009433962
GBX2,0.009433962
GTPBP6,0.009433962
APOBEC3G,0.009433962
PLCXD1,0.009433962
MROH2A,0.009433962
APOBEC3H,0.009433962
UGT1A4,0.009433962
OR6K6,0.009433962
RNU6-409P,0.009433962
MPC2,0.009433962
SERTAD1,0.009433962
IGFL4,0.009433962
PGLYRP1,0.009433962
OR10J1,0.009433962
SYCE3,0.009433962
TYMP,0.009433962
EFHD1,0.009433962
EXOC3L2,0.009433962
RPE,0.009433962
RPS19,0.009433962
CD177,0.009433962
CNPPD1,0.009433962
PINLYP,0.009433962
CEACAM16,0.009433962
ZNF576,0.009433962
CCDC134,0.009433962
CRYBA2,0.009433962
LINC00634,0.009433962
DUSP12,0.009433962
TNP1,0.009433962
ATP5L2,0.009433962
WNT10A,0.009433962
FCGR2C,0.009433962
CTC-512J12.6,0.009433962
BCS1L,0.009433962
RQCD1,0.009433962
AC007557.1,0.009433962
RRP7A,0.009433962
CXCR1,0.009433962
SERHL,0.009433962
NFAM1,0.009433962
