gene_name,TCGA-COAD(Black Or African American)(57)
RCAN2,0.01754386
GSTA4,0.01754386
TDRD6,0.01754386
GSTA3,0.01754386
RP1-163M9.7,0.01754386
FAM167B,0.01754386
LCK,0.01754386
EFHC1,0.01754386
ZNF160,0.01754386
MARCKSL1,0.01754386
IL17F,0.01754386
ZNF415,0.01754386
VN1R2,0.01754386
BSDC1,0.01754386
ZBTB8B,0.01754386
BIRC8,0.01754386
PGK2,0.01754386
ZBTB8A,0.01754386
ZNF761,0.01754386
C6orf141,0.01754386
SYNC,0.01754386
MUT,0.01754386
ZNF331,0.01754386
TNFRSF21,0.01754386
S100PBP,0.01754386
MIR512-1,0.01754386
CLDND2,0.01754386
RARS2,0.01754386
ETFB,0.01754386
TBC1D17,0.01754386
PPP1R8,0.01754386
DCBLD1,0.01754386
SIGLEC11,0.01754386
GPRC6A,0.01754386
THEMIS2,0.01754386
FAM162B,0.01754386
SIGLEC16,0.01754386
RSPH4A,0.01754386
RWDD1,0.01754386
FAM26E,0.01754386
TRAPPC3L,0.01754386
FAM26F,0.01754386
ZNF473,0.01754386
TSPYL4,0.01754386
COL10A1,0.01754386
XKR8,0.01754386
FRK,0.01754386
HDAC2,0.01754386
MARCKS,0.01754386
RFPL4B,0.01754386
FAM229B,0.01754386
TUBE1,0.01754386
WISP3,0.01754386
IL4I1,0.01754386
PNKP,0.01754386
DNAJC8,0.01754386
MAN1A1,0.01754386
MAP3K6,0.01754386
TEAD2,0.01754386
DKKL1,0.01754386
CTAGE9,0.01754386
ARG1,0.01754386
EPB41L2,0.01754386
ALDH16A1,0.01754386
TMEM200A,0.01754386
SAMD3,0.01754386
TMEM244,0.01754386
RPS11,0.01754386
THEMIS,0.01754386
C6orf58,0.01754386
ECHDC1,0.01754386
RNF146,0.01754386
RCN3,0.01754386
NOSIP,0.01754386
IFI6,0.01754386
FAM76A,0.01754386
PRMT1,0.01754386
CPT1C,0.01754386
TSKS,0.01754386
FABP7,0.01754386
KIAA1919,0.01754386
RPF2,0.01754386
AKIRIN2,0.01754386
MCHR2,0.01754386
TMEM200B,0.01754386
CCNC,0.01754386
KLK9,0.01754386
RP11-147L13.11,0.01754386
USP45,0.01754386
KLK10,0.01754386
KLK13,0.01754386
MMS22L,0.01754386
KLHL32,0.01754386
KLK14,0.01754386
SIGLEC7,0.01754386
CTD-3187F8.14,0.01754386
GJA10,0.01754386
CASP8AP2,0.01754386
CD33,0.01754386
ANKRD6,0.01754386
MATN1,0.01754386
IGLON5,0.01754386
VSIG10L,0.01754386
RNGTT,0.01754386
RP11-1379J22.7,0.01754386
CNR1,0.01754386
SPACA1,0.01754386
PRDM13,0.01754386
KLK6,0.01754386
NAPSA,0.01754386
POPDC3,0.01754386
ATPIF1,0.01754386
SLC22A16,0.01754386
FAM71E1,0.01754386
ZBTB24,0.01754386
MICAL1,0.01754386
EMC10,0.01754386
JOSD2,0.01754386
LRRC4B,0.01754386
SESN1,0.01754386
ARMC2,0.01754386
SYT3,0.01754386
LACE1,0.01754386
GPR32,0.01754386
NR2E1,0.01754386
SEC63,0.01754386
SCML4,0.01754386
SOBP,0.01754386
KLK15,0.01754386
KLK3,0.01754386
QRSL1,0.01754386
RCC1,0.01754386
PRDM1,0.01754386
PREP,0.01754386
TFAP2E,0.01754386
AGO1,0.01754386
RP11-330H6.5,0.01754386
MTERF1,0.01754386
AC004076.9,0.01754386
ZNF772,0.01754386
ZNF419,0.01754386
ZNF773,0.01754386
ZNF549,0.01754386
TRIM39,0.01754386
TRIM26,0.01754386
TRIM31,0.01754386
HLA-J,0.01754386
ZSCAN4,0.01754386
ZNF551,0.01754386
HLA-H,0.01754386
RPL7L1,0.01754386
HLA-G,0.01754386
ERMAP,0.01754386
ZNF691,0.01754386
ZNF586,0.01754386
RP11-342M1.7,0.01754386
MRPL57,0.01754386
MOG,0.01754386
OR2H2,0.01754386
MIR99AHG,0.01754386
GABBR1,0.01754386
OR10C1,0.01754386
ZNF17,0.01754386
MDC1,0.01754386
ZNF548,0.01754386
ZNF547,0.01754386
ZNF582,0.01754386
AC006116.24,0.01754386
ZNF667,0.01754386
ZNF471,0.01754386
ZFP28,0.01754386
APOM,0.01754386
ZNF71,0.01754386
LTB,0.01754386
TNF,0.01754386
ZIM3,0.01754386
MICB,0.01754386
ZMYND12,0.01754386
HCP5,0.01754386
ZNF264,0.01754386
POU5F1,0.01754386
ZNF805,0.01754386
CTC-444N24.8,0.01754386
CCDC30,0.01754386
C6orf15,0.01754386
VARS2,0.01754386
GTF2H4,0.01754386
DDR1,0.01754386
ZNF304,0.01754386
ZNF417,0.01754386
ZNF256,0.01754386
C19orf18,0.01754386
HIST1H2BK,0.01754386
ZNF322,0.01754386
EIF2B3,0.01754386
HMGN4,0.01754386
BTN2A1,0.01754386
BTN2A3P,0.01754386
SOX12,0.01754386
BTN2A2,0.01754386
TESK2,0.01754386
CCDC163P,0.01754386
MMACHC,0.01754386
PRDX1,0.01754386
CCDC17,0.01754386
GPBP1L1,0.01754386
ANGPT4,0.01754386
RSPO4,0.01754386
PSMF1,0.01754386
HIST1H2AD,0.01754386
HIST1H3D,0.01754386
TMEM74B,0.01754386
HIST1H2BE,0.01754386
HIST1H2BD,0.01754386
C20orf202,0.01754386
TMEM69,0.01754386
DEFB127,0.01754386
HIST1H4I,0.01754386
OR14J1,0.01754386
VN1R10P,0.01754386
ZNF606,0.01754386
KDM4A,0.01754386
GPX6,0.01754386
ST3GAL3,0.01754386
ZSCAN12,0.01754386
ARTN,0.01754386
IPO13,0.01754386
PGBD1,0.01754386
ZKSCAN4,0.01754386
ZNF584,0.01754386
ATP6V0B,0.01754386
ZNF165,0.01754386
OR2B6,0.01754386
CCDC24,0.01754386
HIST1H3J,0.01754386
HIST1H4L,0.01754386
HIST1H3I,0.01754386
HIST1H2BN,0.01754386
HIST1H4K,0.01754386
ERI3,0.01754386
SLC27A5,0.01754386
HIST1H2BM,0.01754386
TMEM53,0.01754386
ZSCAN5A,0.01754386
C6orf25,0.01754386
LY6G6C,0.01754386
CDCA8,0.01754386
LENG1,0.01754386
TMC4,0.01754386
MBOAT7,0.01754386
EPHA10,0.01754386
ZFAND3,0.01754386
POTEB3,0.01754386
LILRB2,0.01754386
PIM1,0.01754386
MTCH1,0.01754386
AC008984.5,0.01754386
PLET1,0.01754386
LENG9,0.01754386
SF3A3,0.01754386
pk,0.01754386
PERM1,0.01754386
LILRA2,0.01754386
LILRB1,0.01754386
MAPK14,0.01754386
SLC26A8,0.01754386
SRPK1,0.01754386
LHFPL5,0.01754386
LILRB4,0.01754386
ARMC12,0.01754386
PRPF31,0.01754386
LRFN2,0.01754386
KIR3DL1,0.01754386
UNC5CL,0.01754386
ADPRHL2,0.01754386
TRAPPC3,0.01754386
EVA1B,0.01754386
PROSER3,0.01754386
GUCA1A,0.01754386
MIR521-1,0.01754386
MED20,0.01754386
USP49,0.01754386
MRPS15,0.01754386
PRICKLE4,0.01754386
FRS3,0.01754386
PGC,0.01754386
CSF3R,0.01754386
FOXP4,0.01754386
ZC3H12A,0.01754386
MEAF6,0.01754386
DNALI1,0.01754386
DMGDH,0.01754386
CACNG8,0.01754386
CACNG6,0.01754386
VSTM1,0.01754386
APOBEC2,0.01754386
OSCAR,0.01754386
FKBP5,0.01754386
FANCE,0.01754386
SLFNL1,0.01754386
HLA-DPA1,0.01754386
TMEM190,0.01754386
RPL28,0.01754386
OOSP2,0.01754386
ISOC2,0.01754386
PSMB8,0.01754386
HLA-DQB1,0.01754386
ZNF581,0.01754386
HLA-DRA,0.01754386
NIM1K,0.01754386
U2AF2,0.01754386
EPN1,0.01754386
PBX2,0.01754386
AGER,0.01754386
RFPL4A,0.01754386
NLRP13,0.01754386
ZNF787,0.01754386
SLC44A4,0.01754386
NEU1,0.01754386
CTPS1,0.01754386
HSPA1A,0.01754386
HSPA1L,0.01754386
VWA7,0.01754386
MSH5,0.01754386
BRD2,0.01754386
HLA-DPB1,0.01754386
DEF6,0.01754386
COX6B2,0.01754386
KIR2DL4,0.01754386
TAF11,0.01754386
PACSIN1,0.01754386
PABPC4,0.01754386
HEYL,0.01754386
NUDT3,0.01754386
GP6,0.01754386
RDH13,0.01754386
P3H2,0.01754386
BAK1,0.01754386
ZBTB9,0.01754386
SYNGAP1,0.01754386
PHF1,0.01754386
PPIE,0.01754386
DAXX,0.01754386
BMP8B,0.01754386
OXCT2,0.01754386
HSPBP1,0.01754386
VPS52,0.01754386
MFSD2A,0.01754386
TMEM150B,0.01754386
SUV420H2,0.01754386
RXRB,0.01754386
SYTL1,0.01754386
WDTC1,0.01754386
HIST1H1T,0.01754386
EXOSC10,0.01754386
ZNF733P,0.01754386
PGD,0.01754386
CYP2F1,0.01754386
AXL,0.01754386
HNRNPUL1,0.01754386
SPX,0.01754386
C1orf127,0.01754386
TARDBP,0.01754386
RP11-760D2.1,0.01754386
B9D2,0.01754386
SUMF2,0.01754386
B3GNT8,0.01754386
CLCNKB,0.01754386
UBIAD1,0.01754386
GBAS,0.01754386
FBXO2,0.01754386
CEACAM21,0.01754386
FBXO44,0.01754386
CEACAM5,0.01754386
MAD2L2,0.01754386
CEACAM3,0.01754386
GRB10,0.01754386
LYPD4,0.01754386
SPATA31B1P,0.01754386
CYP2B6,0.01754386
AC092071.1,0.01754386
NMNAT1,0.01754386
CYP2A6,0.01754386
AUTS2,0.01754386
UTS2,0.01754386
PARK7,0.01754386
Y_RNA,0.01754386
GTF2IRD1P1,0.01754386
ERRFI1,0.01754386
RABGEF1,0.01754386
KCTD7,0.01754386
GS1-124K5.12,0.01754386
SLC2A7,0.01754386
GPR157,0.01754386
SHKBP1,0.01754386
CRCP,0.01754386
SUGCT,0.01754386
ASL,0.01754386
SLC25A33,0.01754386
C19orf54,0.01754386
TMEM201,0.01754386
CLSTN1,0.01754386
MIA,0.01754386
RAB4B,0.01754386
EGLN2,0.01754386
ZNF138,0.01754386
SPACA6P-AS,0.01754386
ZPBP,0.01754386
CLCN6,0.01754386
CD177,0.01754386
PRAMEF20,0.01754386
SMG1P5,0.01754386
SMG1P4,0.01754386
FHAD1,0.01754386
CELA2A,0.01754386
CELA2B,0.01754386
DNAJC16,0.01754386
ZNF576,0.01754386
RSC1A1,0.01754386
SLC25A34,0.01754386
SRRM5,0.01754386
TRGC1,0.01754386
ZNF428,0.01754386
TRGC2,0.01754386
EEPD1,0.01754386
HERPUD2,0.01754386
DPY19L1,0.01754386
NPSR1,0.01754386
ZNF283,0.01754386
ZNF404,0.01754386
BBS9,0.01754386
ZNF45,0.01754386
ZNF221,0.01754386
ETHE1,0.01754386
PSG9,0.01754386
C7orf57,0.01754386
AC004987.9,0.01754386
TNS3,0.01754386
NPPA,0.01754386
NACAD,0.01754386
CCM2,0.01754386
PRR19,0.01754386
NPPB,0.01754386
MIIP,0.01754386
LIPE,0.01754386
SPACA6P,0.01754386
POLM,0.01754386
DHRS3,0.01754386
PSG3,0.01754386
PSG8,0.01754386
PSG10P,0.01754386
PRAMEF11,0.01754386
PSG11,0.01754386
STK17A,0.01754386
PRAMEF10,0.01754386
PSMA2,0.01754386
INHBA,0.01754386
PSG4,0.01754386
AC004987.10,0.01754386
PRAMEF5,0.01754386
WBSCR17,0.01754386
TYW1B,0.01754386
C19orf47,0.01754386
B3GALT6,0.01754386
SPRED3,0.01754386
FAM98C,0.01754386
PUSL1,0.01754386
TAS1R3,0.01754386
SGCE,0.01754386
CASD1,0.01754386
AURKAIP1,0.01754386
UQCC3,0.01754386
TFPI2,0.01754386
FAM133B,0.01754386
ECH1,0.01754386
HNRNPL,0.01754386
CYP51A1,0.01754386
ATAD3B,0.01754386
TMEM240,0.01754386
SSU72,0.01754386
SARS2,0.01754386
C7orf62,0.01754386
STEAP4,0.01754386
SRI,0.01754386
CDK11A,0.01754386
FBXO27,0.01754386
NCCRP1,0.01754386
DYNC1I1,0.01754386
CATSPERG,0.01754386
SEMA3A,0.01754386
YIF1B,0.01754386
HKR1,0.01754386
ZNF569,0.01754386
MCM7,0.01754386
COPS6,0.01754386
ZNF3,0.01754386
ZKSCAN1,0.01754386
AZGP1P1,0.01754386
OR2AE1,0.01754386
CYP3A4,0.01754386
CYP3A5,0.01754386
SAMD11,0.01754386
FAM200A,0.01754386
ZKSCAN5,0.01754386
ZNF394,0.01754386
ZNF789,0.01754386
ZGRF1,0.01754386
CPSF4,0.01754386
ISG15,0.01754386
ZBED8,0.01754386
ARPC1A,0.01754386
NPTX2,0.01754386
BAIAP2L1,0.01754386
TTLL10,0.01754386
SEMA3D,0.01754386
IFNL3,0.01754386
KLHL21,0.01754386
GTF2IP1,0.01754386
WBSCR16,0.01754386
GTF2IRD2,0.01754386
RNF207,0.01754386
GTF2I,0.01754386
GTF2IRD1,0.01754386
ICMT,0.01754386
GPR153,0.01754386
DYRK1B,0.01754386
LIMK1,0.01754386
FBL,0.01754386
WBSCR27,0.01754386
ABHD11,0.01754386
WBSCR22,0.01754386
VPS37D,0.01754386
MLXIPL,0.01754386
TBL2,0.01754386
ZNF780B,0.01754386
BAZ1B,0.01754386
TCAF1,0.01754386
NSUN5,0.01754386
GTF2IRD2P1,0.01754386
NCF1B,0.01754386
STAG3L3,0.01754386
GTF2IRD2B,0.01754386
STAG3L1,0.01754386
GNAT3,0.01754386
TRIM73,0.01754386
GABRD,0.01754386
PHTF2,0.01754386
GMFG,0.01754386
SAMD4B,0.01754386
PTPN12,0.01754386
GSAP,0.01754386
PAF1,0.01754386
CCDC146,0.01754386
DTX2P1-UPK3BP1-PMS2P11,0.01754386
AC005522.7,0.01754386
POMZP3,0.01754386
PLEKHG2,0.01754386
UPK3B,0.01754386
MORN1,0.01754386
PANK4,0.01754386
HES5,0.01754386
SRRM3,0.01754386
SELV,0.01754386
STYXL1,0.01754386
TMEM120A,0.01754386
RHBDD2,0.01754386
HIP1,0.01754386
TP73-AS1,0.01754386
ZNF230,0.01754386
FAM131C,0.01754386
TAAR5,0.01754386
GTF2H5,0.01754386
STPG1,0.01754386
PARK2,0.01754386
LPAL2,0.01754386
MAS1,0.01754386
ZNF114,0.01754386
MRPL18,0.01754386
TCP1,0.01754386
WTAP,0.01754386
EMP3,0.01754386
EZR,0.01754386
SYNGR4,0.01754386
SNX9,0.01754386
ARHGEF19,0.01754386
TMEM242,0.01754386
NOX3,0.01754386
GRWD1,0.01754386
TFB1M,0.01754386
IPCEF1,0.01754386
SYF2,0.01754386
RHD,0.01754386
FBXO5,0.01754386
VIP,0.01754386
SULT2B1,0.01754386
ESR1,0.01754386
GRHL3,0.01754386
SFT2D1,0.01754386
SULT2A1,0.01754386
IL22RA1,0.01754386
UNCX,0.01754386
GPR146,0.01754386
C7orf50,0.01754386
CYP2W1,0.01754386
ZNF436,0.01754386
GET4,0.01754386
PDGFA,0.01754386
FAM20C,0.01754386
PDCD2,0.01754386
C5AR1,0.01754386
TCEB3,0.01754386
PITHD1,0.01754386
LYPLA2,0.01754386
TCTE3,0.01754386
C6orf120,0.01754386
WDR27,0.01754386
KPTN,0.01754386
GALE,0.01754386
KIF25,0.01754386
UNC93A,0.01754386
FUCA1,0.01754386
CNR2,0.01754386
SRSF10,0.01754386
CCDC170,0.01754386
RHCE,0.01754386
MTHFD1L,0.01754386
TULP2,0.01754386
ADAT2,0.01754386
AIG1,0.01754386
NMBR,0.01754386
HECA,0.01754386
BAX,0.01754386
REPS1,0.01754386
CEP85,0.01754386
NHSL1,0.01754386
PBOV1,0.01754386
TNFAIP3,0.01754386
IL22RA2,0.01754386
PEX7,0.01754386
CGB1,0.01754386
DHDDS,0.01754386
NTF4,0.01754386
SGK1,0.01754386
EYA4,0.01754386
GPN2,0.01754386
SLC18B1,0.01754386
VNN2,0.01754386
VNN3,0.01754386
VNN1,0.01754386
RP11-346J10.2,0.01754386
PEX3,0.01754386
ZC2HC1B,0.01754386
PLEKHG1,0.01754386
HSD17B14,0.01754386
RAET1K,0.01754386
ULBP1,0.01754386
EXTL1,0.01754386
RAET1G,0.01754386
NTN5,0.01754386
LRP11,0.01754386
FUT2,0.01754386
KATNA1,0.01754386
MAMSTR,0.01754386
RP11-468E2.1,0.01754386
RASIP1,0.01754386
IZUMO1,0.01754386
SUMO4,0.01754386
UST,0.01754386
FUT1,0.01754386
RAB32,0.01754386
GRM1,0.01754386
FGF21,0.01754386
EPM2A,0.01754386
UTRN,0.01754386
PDIK1L,0.01754386
FAM110D,0.01754386
ZNF593,0.01754386
TMEM160,0.01754386
HTR1D,0.01754386
PSMG3,0.01754386
HOXA6,0.01754386
APOE,0.01754386
ALDH4A1,0.01754386
KIAA0087,0.01754386
AKR7A3,0.01754386
CBX3,0.01754386
AKR7A2,0.01754386
PQLC2,0.01754386
CLPTM1,0.01754386
CAPZB,0.01754386
ZNF296,0.01754386
OSBPL3,0.01754386
FAM221A,0.01754386
NBL1,0.01754386
TRA2A,0.01754386
HTR6,0.01754386
GPNMB,0.01754386
NUPL2,0.01754386
OTUD3,0.01754386
CKM,0.01754386
PLA2G2E,0.01754386
IL6,0.01754386
ERCC2,0.01754386
RAPGEF5,0.01754386
RSPH14,0.01754386
CBLC,0.01754386
PPP1R13L,0.01754386
HOXA10,0.01754386
RSG1,0.01754386
FBXO42,0.01754386
NECAP2,0.01754386
PPP1R17,0.01754386
ADCYAP1R1,0.01754386
ZNF226,0.01754386
INMT,0.01754386
CRHR2,0.01754386
ZNF233,0.01754386
MFAP2,0.01754386
ATP13A2,0.01754386
SCRN1,0.01754386
ZNF229,0.01754386
ZNF180,0.01754386
SDHB,0.01754386
CHN2,0.01754386
TRIL,0.01754386
IGSF23,0.01754386
PADI4,0.01754386
JAZF1,0.01754386
RSRP1,0.01754386
EVX1,0.01754386
BCL3,0.01754386
PLA2G2A,0.01754386
ITGB8,0.01754386
SNX8,0.01754386
ZDHHC4,0.01754386
IGFL3,0.01754386
USP42,0.01754386
EIF2AK1,0.01754386
PMS2,0.01754386
SH2D5,0.01754386
RAP1GAP,0.01754386
LDLRAD2,0.01754386
HIF3A,0.01754386
CELA3B,0.01754386
CCDC8,0.01754386
FBXL18,0.01754386
SLC29A4,0.01754386
WIPI2,0.01754386
ZNF890P,0.01754386
WNT4,0.01754386
AMZ1,0.01754386
C1QA,0.01754386
TTYH3,0.01754386
CILP,0.01754386
LFNG,0.01754386
PRKD2,0.01754386
C1QC,0.01754386
EPHB2,0.01754386
PINK1,0.01754386
ZNF853,0.01754386
CD3EAP,0.01754386
CCDC61,0.01754386
TMEM196,0.01754386
ERCC1,0.01754386
FOSB,0.01754386
PLA2G2D,0.01754386
PPM1N,0.01754386
PRPS1L1,0.01754386
GPR4,0.01754386
TSPAN13,0.01754386
EML2,0.01754386
ISPD,0.01754386
FBXO46,0.01754386
AGMO,0.01754386
PHF14,0.01754386
DMPK,0.01754386
FAM43B,0.01754386
NXPH1,0.01754386
RSPH6A,0.01754386
FOXA3,0.01754386
RPA3,0.01754386
COL28A1,0.01754386
C1GALT1,0.01754386
MYPOP,0.01754386
NOVA2,0.01754386
HIST1H2BC,0.01754386
WBP5,0.01754386
HFE,0.01754386
CNBD2,0.01754386
SEL1L2,0.01754386
RBMXL1,0.01754386
KIF16B,0.01754386
SLC25A48,0.01754386
RP11-1277A3.2,0.01754386
PARS2,0.01754386
OTOR,0.01754386
GBP3,0.01754386
DDX41,0.01754386
PHF20,0.01754386
TGFBI,0.01754386
PKN2,0.01754386
DBN1,0.01754386
HS2ST1,0.01754386
FAM151A,0.01754386
NEUROG1,0.01754386
CDC23,0.01754386
TASP1,0.01754386
GBP1P1,0.01754386
MRPL37,0.01754386
PHYKPL,0.01754386
SOGA1,0.01754386
ISM1,0.01754386
RMND5B,0.01754386
GBP4,0.01754386
GBP2,0.01754386
SEC24A,0.01754386
TGIF2,0.01754386
DDX46,0.01754386
GBP7,0.01754386
CATSPER3,0.01754386
ACOT11,0.01754386
C20orf173,0.01754386
DSTN,0.01754386
ACSS2,0.01754386
EIF6,0.01754386
CLCA2,0.01754386
FAF2,0.01754386
RP11-393I23.4,0.01754386
SIL1,0.01754386
ODF2L,0.01754386
MYSM1,0.01754386
KIAA1191,0.01754386
GPRIN1,0.01754386
MMP24,0.01754386
PROB1,0.01754386
SPATA24,0.01754386
FAM153B,0.01754386
TRPC4AP,0.01754386
GSS,0.01754386
DAB1,0.01754386
ZNF133,0.01754386
LINC01119,0.01754386
EGR1,0.01754386
TMEM61,0.01754386
F12,0.01754386
LINC01558,0.01754386
REEP2,0.01754386
SLC34A1,0.01754386
LINC01555,0.01754386
PRELID1,0.01754386
CSRP2BP,0.01754386
MXD3,0.01754386
ETF1,0.01754386
UQCC1,0.01754386
LINC01553,0.01754386
UIMC1,0.01754386
TSPAN17,0.01754386
COL23A1,0.01754386
BTBD3,0.01754386
VDAC1,0.01754386
PCNA,0.01754386
PXDC1,0.01754386
3-Mar,0.01754386
PRRC1,0.01754386
SLC27A6,0.01754386
PODN,0.01754386
SLC23A2,0.01754386
SERPINB6,0.01754386
GRAMD3,0.01754386
CDS2,0.01754386
SLC1A7,0.01754386
WRNIP1,0.01754386
MYLK4,0.01754386
CPT2,0.01754386
KIAA1107,0.01754386
EVI5,0.01754386
ACTR5,0.01754386
SLX4IP,0.01754386
RPP40,0.01754386
MAFB,0.01754386
SRFBP1,0.01754386
PPP1R3G,0.01754386
RAB3B,0.01754386
LOX,0.01754386
KTI12,0.01754386
FAM69A,0.01754386
FAM50B,0.01754386
SNX2,0.01754386
CC2D1B,0.01754386
FAM83D,0.01754386
RPL5,0.01754386
CSNK1G3,0.01754386
CDYL,0.01754386
LBP,0.01754386
FOXQ1,0.01754386
ACSL6,0.01754386
HNRNPH1,0.01754386
C5orf45,0.01754386
SQSTM1,0.01754386
PLCB1,0.01754386
LTC4S,0.01754386
PLCB4,0.01754386
GDF9,0.01754386
ZNF326,0.01754386
EPHX4,0.01754386
LRRC8D,0.01754386
LINC00997,0.01754386
RBL1,0.01754386
FSTL4,0.01754386
LINC01588,0.01754386
ZFP2,0.01754386
CCNI2,0.01754386
LRRC42,0.01754386
MAPK9,0.01754386
SRC,0.01754386
CNOT6,0.01754386
BTNL8,0.01754386
BTNL3,0.01754386
VSTM2L,0.01754386
FERMT1,0.01754386
NDC1,0.01754386
SLC22A5,0.01754386
SLC22A4,0.01754386
RPRD1B,0.01754386
MCM8,0.01754386
P4HA2,0.01754386
TRIM41,0.01754386
TGM2,0.01754386
HOOK1,0.01754386
HRH2,0.01754386
FAM170A,0.01754386
MRPL22,0.01754386
MED7,0.01754386
HAVCR2,0.01754386
BPIFB6,0.01754386
LARS,0.01754386
KIF4B,0.01754386
PPP2R2B,0.01754386
STK32A,0.01754386
FAM71B,0.01754386
GEMIN5,0.01754386
JAKMIP2,0.01754386
ZRANB2,0.01754386
FAM182B,0.01754386
GALNT10,0.01754386
PTGFR,0.01754386
ENTPD6,0.01754386
BPIFB1,0.01754386
MFAP3,0.01754386
APMAP,0.01754386
CST5,0.01754386
GNG12,0.01754386
PCDHGA11,0.01754386
SYNDIG1,0.01754386
PCDHGC3,0.01754386
SOX30,0.01754386
PCDH1,0.01754386
ANKRD13C,0.01754386
TTLL7,0.01754386
KIAA0141,0.01754386
CDK5RAP1,0.01754386
RPE65,0.01754386
ADAM19,0.01754386
DEPDC1,0.01754386
SPINK5,0.01754386
POFUT1,0.01754386
C1orf87,0.01754386
DEFB119,0.01754386
TIGD6,0.01754386
GPX3,0.01754386
ZZZ3,0.01754386
ZNF300,0.01754386
PIGK,0.01754386
ID1,0.01754386
ASB17,0.01754386
GM2A,0.01754386
REM1,0.01754386
DCTN4,0.01754386
TCOF1,0.01754386
NDST1,0.01754386
DEFB124,0.01754386
CD74,0.01754386
CCDC69,0.01754386
SLC26A2,0.01754386
SPINK7,0.01754386
GLRA1,0.01754386
GRIA1,0.01754386
PLAGL2,0.01754386
NMUR2,0.01754386
LINC01341,0.01754386
LRRIQ3,0.01754386
GIPC2,0.01754386
XKR7,0.01754386
PPARGC1B,0.01754386
SPARC,0.01754386
CRYZ,0.01754386
LHX8,0.01754386
DUSP15,0.01754386
MYLK2,0.01754386
TPX2,0.01754386
PCDHGB6,0.01754386
EBF1,0.01754386
PCDHGB4,0.01754386
CD14,0.01754386
STK10,0.01754386
ANKHD1,0.01754386
PAX1,0.01754386
PIGU,0.01754386
SYDE2,0.01754386
FGF18,0.01754386
SSTR4,0.01754386
NCOA6,0.01754386
LPAR3,0.01754386
KCNMB1,0.01754386
KCNIP1,0.01754386
THBD,0.01754386
FAM196B,0.01754386
DOCK2,0.01754386
SLC4A9,0.01754386
NKX2-2,0.01754386
PCDHGA7,0.01754386
CPEB4,0.01754386
DRD1,0.01754386
MSX2,0.01754386
IGIP,0.01754386
LINC01546,0.01754386
TM2D1,0.01754386
C5orf47,0.01754386
BOD1,0.01754386
KANK4,0.01754386
INADL,0.01754386
SLC24A3,0.01754386
CREBRF,0.01754386
L1TD1,0.01754386
CRNKL1,0.01754386
INSM1,0.01754386
SPDL1,0.01754386
ROR1,0.01754386
RARS,0.01754386
PXMP4,0.01754386
PCDHB2,0.01754386
PDE4B,0.01754386
PCDHB5,0.01754386
SGIP1,0.01754386
PCDHB16,0.01754386
PCDHB10,0.01754386
TAF7,0.01754386
SPATA1,0.01754386
MIER1,0.01754386
TTC1,0.01754386
PCDHGA1,0.01754386
C20orf144,0.01754386
IL12RB2,0.01754386
SERBP1,0.01754386
CCNJL,0.01754386
C1QTNF2,0.01754386
PCDHAC2,0.01754386
PTTG1,0.01754386
DNAJC6,0.01754386
CST8,0.01754386
PCDHA5,0.01754386
ZNF341,0.01754386
GABRB2,0.01754386
CST11,0.01754386
RAVER2,0.01754386
CHMP4B,0.01754386
GLRXP3,0.01754386
UBE2U,0.01754386
GABRG2,0.01754386
NAPB,0.01754386
NXT1,0.01754386
TOP1,0.01754386
LINC01098,0.01754386
NSUN4,0.01754386
SLC17A1,0.01754386
TMEM239,0.01754386
TP53TG5,0.01754386
ADAM33,0.01754386
GFRA4,0.01754386
CETN3,0.01754386
RTCA,0.01754386
AMY2B,0.01754386
DNTTIP2,0.01754386
KAAG1,0.01754386
SLC35A3,0.01754386
RHOBTB3,0.01754386
NBPF22P,0.01754386
C6orf52,0.01754386
CYP4Z1,0.01754386
FER,0.01754386
MIR424,0.01754386
IFT52,0.01754386
REEP5,0.01754386
SPINT3,0.01754386
RAD54L,0.01754386
PAK1IP1,0.01754386
FAF1,0.01754386
PCED1A,0.01754386
KCNS1,0.01754386
ADTRP,0.01754386
RNF144B,0.01754386
DPYD,0.01754386
MBLAC2,0.01754386
RP1-138B7.5,0.01754386
TBC1D7,0.01754386
KIZ,0.01754386
MAST2,0.01754386
CPXM1,0.01754386
KCNK15,0.01754386
SEMG1,0.01754386
CDKAL1,0.01754386
SLC25A46,0.01754386
LNPEP,0.01754386
F3,0.01754386
JADE3,0.01754386
CAST,0.01754386
ABCD3,0.01754386
HIST1H2AA,0.01754386
PRL,0.01754386
MSH3,0.01754386
KNCN,0.01754386
DBNDD2,0.01754386
GTSF1L,0.01754386
R3HDML,0.01754386
MKNK1,0.01754386
LIX1,0.01754386
ELL2,0.01754386
SIGLEC1,0.01754386
IDH3B,0.01754386
DCDC2,0.01754386
OLFM3,0.01754386
EPB41L4A,0.01754386
AGBL4,0.01754386
TTPAL,0.01754386
ANKRD34B,0.01754386
FAM151B,0.01754386
ATPAF1,0.01754386
TRIM36,0.01754386
DMBX1,0.01754386
TMED5,0.01754386
SNRNP48,0.01754386
DSP,0.01754386
HIST1H2BB,0.01754386
NEDD9,0.01754386
DTNBP1,0.01754386
RBM24,0.01754386
GCM2,0.01754386
CYP4A11,0.01754386
CAGE1,0.01754386
COMMD10,0.01754386
INAFM1,0.01754386
POU5F2,0.01754386
