gene_name,TCGA-STAD(Asian)(89)
FTH1,0.011235955
AKIP1,0.011235955
PRKACB,0.011235955
NR1H3,0.011235955
BEST1,0.011235955
C11orf49,0.011235955
BUB3,0.011235955
ZNHIT2,0.011235955
ZNF781,0.011235955
SLC7A9,0.011235955
MRVI1,0.011235955
TCTEX1D1,0.011235955
CHRM4,0.011235955
PACS1,0.011235955
EIF4G2,0.011235955
FRA10AC1,0.011235955
KLC2,0.011235955
NUDT19,0.011235955
AP2A2,0.011235955
RAB1B,0.011235955
TMEM258,0.011235955
ZNF780A,0.011235955
CSNK2A3,0.011235955
TMEM151A,0.011235955
RGS9BP,0.011235955
USP47,0.011235955
FAM53B,0.011235955
HARBI1,0.011235955
OR5B2,0.011235955
OR10W1,0.011235955
OR10Q1,0.011235955
GPR26,0.011235955
CYP2C19,0.011235955
ST6GALNAC3,0.011235955
CHID1,0.011235955
ASB17,0.011235955
TYROBP,0.011235955
LEPROT,0.011235955
LRRC75B,0.011235955
GAL3ST3,0.011235955
TBC1D12,0.011235955
EPHX4,0.011235955
OAT,0.011235955
PIPSL,0.011235955
MIR6511A1,0.011235955
FADS2,0.011235955
OR1S1,0.011235955
ZNF546,0.011235955
ZNHIT6,0.011235955
NFKBID,0.011235955
KRTAP5-2,0.011235955
LSM14A,0.011235955
HPSE2,0.011235955
OR10A5,0.011235955
PRLHR,0.011235955
OR10A2,0.011235955
CACUL1,0.011235955
KIAA0355,0.011235955
CRTAC1,0.011235955
SCGB1A1,0.011235955
ASRGL1,0.011235955
KRTAP5-3,0.011235955
GOLGA7B,0.011235955
SCGB1D4,0.011235955
PSENEN,0.011235955
FAM73A,0.011235955
FAM45A,0.011235955
ZFYVE27,0.011235955
TTC22,0.011235955
RPS4XP21,0.011235955
OR2AG1,0.011235955
CNNM1,0.011235955
OR4B1,0.011235955
OR4X2,0.011235955
FAU,0.011235955
LRRC8D,0.011235955
COX15,0.011235955
TH,0.011235955
CUTC,0.011235955
ZNF101,0.011235955
ENTPD7,0.011235955
SLC27A1,0.011235955
CLCA2,0.011235955
RAB8A,0.011235955
TUT1,0.011235955
SLC25A28,0.011235955
RAB11FIP2,0.011235955
COMP,0.011235955
YIF1B,0.011235955
OR4X1,0.011235955
INS-IGF2,0.011235955
LGALS13,0.011235955
SYT9,0.011235955
SFXN4,0.011235955
OR10H4,0.011235955
RGS10,0.011235955
ZNF682,0.011235955
AK4,0.011235955
TIAL1,0.011235955
ZDHHC16,0.011235955
INPP5F,0.011235955
PRODH2,0.011235955
NPHS1,0.011235955
PSMC3,0.011235955
EIF3F,0.011235955
TMX2,0.011235955
EXOSC1,0.011235955
RELA,0.011235955
LGALS16,0.011235955
RIC3,0.011235955
ODF2L,0.011235955
KRTAP5-4,0.011235955
OR10A3,0.011235955
OR10A6,0.011235955
LIN37,0.011235955
OR5P3,0.011235955
SCGB1D2,0.011235955
C1QTNF4,0.011235955
KCTD15,0.011235955
HOGA1,0.011235955
ZNF253,0.011235955
PARS2,0.011235955
SYT8,0.011235955
CLP1,0.011235955
PPP1R14A,0.011235955
PPFIBP2,0.011235955
HSPB6,0.011235955
GRK5,0.011235955
SCGB2A1,0.011235955
ZZZ3,0.011235955
OVCH2,0.011235955
PEPD,0.011235955
TTLL7,0.011235955
FBXO27,0.011235955
SAP18,0.011235955
KRTAP5-7,0.011235955
TMEM87A,0.011235955
PTGES3L-AARSD1,0.011235955
ITPKA,0.011235955
RTF1,0.011235955
NUSAP1,0.011235955
RUNDC1,0.011235955
EXD1,0.011235955
IFI35,0.011235955
DLL4,0.011235955
VAT1,0.011235955
PPP1R14D,0.011235955
DNAJC17,0.011235955
CTD-3199J23.6,0.011235955
RPUSD2,0.011235955
C15orf57,0.011235955
DISP2,0.011235955
PLCB2,0.011235955
PADI6,0.011235955
FSIP1,0.011235955
TMCO5A,0.011235955
IGSF21,0.011235955
CD300LG,0.011235955
GOLGA8B,0.011235955
GOLGA8A,0.011235955
PPY,0.011235955
PYY,0.011235955
JMJD7-PLA2G4B,0.011235955
GANC,0.011235955
SECISBP2L,0.011235955
HAUS2,0.011235955
SHC4,0.011235955
RSG1,0.011235955
FBXO42,0.011235955
SZRD1,0.011235955
SQRDL,0.011235955
PSMC3IP,0.011235955
TUBG1,0.011235955
C15orf48,0.011235955
SHF,0.011235955
SPATA21,0.011235955
SORD,0.011235955
C15orf43,0.011235955
TRIM69,0.011235955
CTDSPL2,0.011235955
WDR76,0.011235955
HYPK,0.011235955
SERINC4,0.011235955
SERF2,0.011235955
RAMP2,0.011235955
AC011330.5,0.011235955
CATSPER2,0.011235955
NBPF1,0.011235955
TUBGCP4,0.011235955
BECN1,0.011235955
UBR1,0.011235955
CHRM5,0.011235955
LSM12,0.011235955
G6PC3,0.011235955
ASB16,0.011235955
SNORD115-29,0.011235955
SNORD115-27,0.011235955
SNORD115-25,0.011235955
SPPL2C,0.011235955
SNORD115-20,0.011235955
SNORD115-18,0.011235955
KANSL1,0.011235955
LRRC37A,0.011235955
LRRC37A2,0.011235955
WNT9B,0.011235955
SNORD115-8,0.011235955
SNORD115-6,0.011235955
RP11-156P1.3,0.011235955
SNORD116-29,0.011235955
SNORD116-26,0.011235955
ITGB3,0.011235955
NPEPPS,0.011235955
SNORD116-15,0.011235955
TBKBP1,0.011235955
TBX21,0.011235955
SEBOX,0.011235955
MRPL10,0.011235955
SNORD116-9,0.011235955
SNORD116-7,0.011235955
SNORD116-3,0.011235955
SNORD115-34,0.011235955
MAP3K14,0.011235955
SPATA32,0.011235955
EMC1,0.011235955
UBTF,0.011235955
RUNDC3A,0.011235955
SLC25A39,0.011235955
MTMR10,0.011235955
GRN,0.011235955
ARHGAP11B,0.011235955
IFFO2,0.011235955
C17orf104,0.011235955
CHRFAM7A,0.011235955
CCDC43,0.011235955
DBF4B,0.011235955
NDNL2,0.011235955
SNORD115-41,0.011235955
HIGD1B,0.011235955
AKR7L,0.011235955
WHAMMP2,0.011235955
RP11-578F21.6,0.011235955
RP11-578F21.2,0.011235955
GOLGA8F,0.011235955
SGMS1-AS1,0.011235955
PLCD3,0.011235955
SNORD115-48,0.011235955
ACBD4,0.011235955
SNORD115-44,0.011235955
HSD17B1,0.011235955
GALK2,0.011235955
GOLGA6L2,0.011235955
KRTAP3-1,0.011235955
KRTAP1-5,0.011235955
DNM1P34,0.011235955
PPCDC,0.011235955
RPP25,0.011235955
CYP1A1,0.011235955
EDC3,0.011235955
ARID3B,0.011235955
KRTAP4-8,0.011235955
SEMA7A,0.011235955
CYP11A1,0.011235955
ISLR,0.011235955
GOLGA6A,0.011235955
LOXL1,0.011235955
TBC1D21,0.011235955
KRTAP4-5,0.011235955
PRAMEF19,0.011235955
KRTAP4-3,0.011235955
ARIH1,0.011235955
KRTAP4-1,0.011235955
KRTAP9-3,0.011235955
PKM,0.011235955
SENP8,0.011235955
SNORD115-26,0.011235955
LARP6,0.011235955
KRT33A,0.011235955
COMMD4,0.011235955
KRTAP3-2,0.011235955
FGF7,0.011235955
SNUPN,0.011235955
SMARCE1,0.011235955
KRT222,0.011235955
CHRNA3,0.011235955
HYKK,0.011235955
DNAJA4,0.011235955
ACSBG1,0.011235955
KRT26,0.011235955
CIB2,0.011235955
TBC1D2B,0.011235955
PRAMEF10,0.011235955
LINGO1,0.011235955
HMG20A,0.011235955
PRAMEF7,0.011235955
TSPAN3,0.011235955
PSTPIP1,0.011235955
KRT27,0.011235955
SCAPER,0.011235955
ISL2,0.011235955
NRG4,0.011235955
KRT20,0.011235955
KRT23,0.011235955
KRT39,0.011235955
KRT40,0.011235955
WI2-3308P17.2,0.011235955
SNX33,0.011235955
KRT33B,0.011235955
SPESP1,0.011235955
FEM1B,0.011235955
CLN6,0.011235955
NT5C3B,0.011235955
TPM1,0.011235955
AC126323.1,0.011235955
DNAJC16,0.011235955
AGMAT,0.011235955
GCNT3,0.011235955
FAM81A,0.011235955
RNF111,0.011235955
LIPC,0.011235955
NKIRAS2,0.011235955
DDI2,0.011235955
PIGB,0.011235955
KCNH4,0.011235955
HCRT,0.011235955
FAM214A,0.011235955
ARPP19,0.011235955
FBLIM1,0.011235955
STAT5A,0.011235955
LEO1,0.011235955
TMOD2,0.011235955
SCG3,0.011235955
GLDN,0.011235955
SPPL2A,0.011235955
ATP6V0A1,0.011235955
GABPB1,0.011235955
RAB8B,0.011235955
CA12,0.011235955
FBXL22,0.011235955
EFHD2,0.011235955
TMEM51,0.011235955
SKOR1,0.011235955
KRT38,0.011235955
AAGAB,0.011235955
SMAD6,0.011235955
ZWILCH,0.011235955
RPL4,0.011235955
MAP2K1,0.011235955
KRT36,0.011235955
KRT15,0.011235955
DPP8,0.011235955
CTRC,0.011235955
CELA2B,0.011235955
PDCD7,0.011235955
KBTBD13,0.011235955
RASL12,0.011235955
MTFMT,0.011235955
SPG21,0.011235955
PIF1,0.011235955
TRIP4,0.011235955
KIAA0101,0.011235955
EIF1,0.011235955
PPIB,0.011235955
HAP1,0.011235955
SNORD116-2,0.011235955
CBX1,0.011235955
TOP2A,0.011235955
ABCA6,0.011235955
BATF,0.011235955
JDP2,0.011235955
ZC2HC1C,0.011235955
ACYP1,0.011235955
RP5-905H7.11,0.011235955
EIF2B2,0.011235955
PGF,0.011235955
LYPLA2,0.011235955
AREL1,0.011235955
ISCA2,0.011235955
NPC2,0.011235955
GALE,0.011235955
VSX2,0.011235955
KCNJ16,0.011235955
CCDC176,0.011235955
COQ6,0.011235955
SSTR2,0.011235955
COG1,0.011235955
ACOT2,0.011235955
C17orf80,0.011235955
NUMB,0.011235955
DCAF4,0.011235955
CDC42EP4,0.011235955
MED6,0.011235955
COX16,0.011235955
IFT43,0.011235955
MDS2,0.011235955
SERPINA12,0.011235955
GSTZ1,0.011235955
PRIMA1,0.011235955
COX8C,0.011235955
C1QA,0.011235955
C1QC,0.011235955
UBR7,0.011235955
C1QB,0.011235955
KPNA2,0.011235955
LINC00674,0.011235955
LGMN,0.011235955
CPSF2,0.011235955
ATXN3,0.011235955
TC2N,0.011235955
CATSPERB,0.011235955
AMZ2,0.011235955
TTC7B,0.011235955
CALM1,0.011235955
SLC16A6,0.011235955
FOXN3,0.011235955
HNRNPR,0.011235955
SPATA7,0.011235955
GALC,0.011235955
PRKAR1A,0.011235955
RP5-981L23.2,0.011235955
AHSA1,0.011235955
NOXRED1,0.011235955
SMOC1,0.011235955
RPL38,0.011235955
ERH,0.011235955
GALNT16,0.011235955
PCNXL4,0.011235955
FADS6,0.011235955
NIPAL3,0.011235955
USH1G,0.011235955
RCAN3,0.011235955
TIMM9,0.011235955
PSMA3,0.011235955
ACTR10,0.011235955
C14orf37,0.011235955
AP5M1,0.011235955
EXOC5,0.011235955
RP11-813I20.2,0.011235955
DLGAP5,0.011235955
MAPK1IP1L,0.011235955
SOCS4,0.011235955
WDHD1,0.011235955
SLC16A5,0.011235955
CGRRF1,0.011235955
GMFB,0.011235955
NUP85,0.011235955
MRPS7,0.011235955
TXNDC16,0.011235955
PTGER2,0.011235955
PTGDR,0.011235955
GRB2,0.011235955
DHRS7,0.011235955
PPM1A,0.011235955
C14orf39,0.011235955
RAB37,0.011235955
EXD2,0.011235955
DCAF5,0.011235955
ARG2,0.011235955
GPRC5C,0.011235955
EIF2S1,0.011235955
ATP6V1D,0.011235955
CD300C,0.011235955
AL391261.1,0.011235955
MAX,0.011235955
GPX2,0.011235955
FNTB,0.011235955
AKAP5,0.011235955
SIX6,0.011235955
MTHFD1,0.011235955
CD300LF,0.011235955
SGPP1,0.011235955
WDR89,0.011235955
GPHB5,0.011235955
RHOJ,0.011235955
IFNLR1,0.011235955
SLC9A3R1,0.011235955
HIF1A,0.011235955
NAT9,0.011235955
TMEM104,0.011235955
DDX24,0.011235955
SERPINA4,0.011235955
AC100757.1,0.011235955
TOB1,0.011235955
STXBP4,0.011235955
IGHD,0.011235955
IGHA1,0.011235955
PCTP,0.011235955
C14orf80,0.011235955
CRIP2,0.011235955
DGKE,0.011235955
BRF1,0.011235955
NUDT14,0.011235955
FAM43B,0.011235955
PLD4,0.011235955
AKT1,0.011235955
AKAP1,0.011235955
ADSSL1,0.011235955
MSI2,0.011235955
TDRD9,0.011235955
CUEDC1,0.011235955
XRCC3,0.011235955
KLC1,0.011235955
OR4D2,0.011235955
CKB,0.011235955
EIF5,0.011235955
RPL21P13,0.011235955
EXOC3L4,0.011235955
AMN,0.011235955
NME1,0.011235955
IGHV3-11,0.011235955
SERPINA3,0.011235955
IGHV3-15,0.011235955
SNX11,0.011235955
RN7SL495P,0.011235955
TUBGCP5,0.011235955
HOXB4,0.011235955
HOXB5,0.011235955
HOXB6,0.011235955
OR4N4,0.011235955
HOXB7,0.011235955
NF1P2,0.011235955
NF1P1,0.011235955
PLA2G2A,0.011235955
IGHV1OR15-9,0.011235955
PHOSPHO1,0.011235955
NXPH3,0.011235955
IGHV3-65,0.011235955
FAM117A,0.011235955
DLX4,0.011235955
TMEM92,0.011235955
IGHV3-35,0.011235955
LRRC59,0.011235955
SAXO2,0.011235955
IGHV1-24,0.011235955
IGHV3-23,0.011235955
SAXO1,0.011235955
ANKRD40,0.011235955
RCOR1,0.011235955
ANKRD9,0.011235955
MPO,0.011235955
RSPH14,0.011235955
SNORD114-12,0.011235955
ACE,0.011235955
STRADA,0.011235955
CSH2,0.011235955
GH2,0.011235955
RTL1,0.011235955
ICAM2,0.011235955
ERN1,0.011235955
DLK1,0.011235955
WARS,0.011235955
SLC25A47,0.011235955
YY1,0.011235955
EVL,0.011235955
CYP46A1,0.011235955
DDX5,0.011235955
CEP95,0.011235955
SETD3,0.011235955
SMURF2,0.011235955
PLEKHM1P,0.011235955
LDLRAD2,0.011235955
AMZ2P1,0.011235955
BDKRB2,0.011235955
CELA3B,0.011235955
GLRX5,0.011235955
SERPINA13P,0.011235955
SNORD114-14,0.011235955
TLK2,0.011235955
EFCAB3,0.011235955
RNFT1,0.011235955
HSP90AA1,0.011235955
PPP2R5C,0.011235955
MIR369,0.011235955
4-Sep,0.011235955
MIR377,0.011235955
MIR382,0.011235955
SKA2,0.011235955
GDPD1,0.011235955
MIR381,0.011235955
VMP1,0.011235955
TUBD1,0.011235955
AL132709.2,0.011235955
TBC1D3P2,0.011235955
TBC1D3P1-DHX40P1,0.011235955
MIR543,0.011235955
RP11-178C3.2,0.011235955
CA4,0.011235955
MIR1197,0.011235955
APPBP2,0.011235955
PPM1D,0.011235955
NBPF2P,0.011235955
SNORD114-24,0.011235955
SNORD114-22,0.011235955
SNORD114-21,0.011235955
TMED3,0.011235955
RARA,0.011235955
SYF2,0.011235955
EDC4,0.011235955
CENPT,0.011235955
GFOD2,0.011235955
ENKD1,0.011235955
SLC35E2,0.011235955
ARHGAP44,0.011235955
ZDHHC1,0.011235955
KCTD19,0.011235955
GNB1,0.011235955
COX10,0.011235955
LRRC29,0.011235955
ELMO3,0.011235955
KIAA0895L,0.011235955
NOL3,0.011235955
TRADD,0.011235955
HS3ST3B1,0.011235955
C16orf70,0.011235955
CBFB,0.011235955
PMP22,0.011235955
CA7,0.011235955
NAE1,0.011235955
CDRT4,0.011235955
TVP23C,0.011235955
LINC00922,0.011235955
SKI,0.011235955
TTC19,0.011235955
THAP11,0.011235955
CDK11A,0.011235955
HPR,0.011235955
DPEP3,0.011235955
STX8,0.011235955
AP1G1,0.011235955
DVL1,0.011235955
AURKAIP1,0.011235955
DHRS7C,0.011235955
CMTR2,0.011235955
GLP2R,0.011235955
ST3GAL2,0.011235955
AARS,0.011235955
RCVRN,0.011235955
VWA1,0.011235955
CLEC18C,0.011235955
ATAD3B,0.011235955
CLEC18A,0.011235955
NOB1,0.011235955
SSU72,0.011235955
CIRH1A,0.011235955
CHTF8,0.011235955
HAS3,0.011235955
SLC35E2B,0.011235955
CDH3,0.011235955
ZFP90,0.011235955
SMPD3,0.011235955
PRMT7,0.011235955
DUS2,0.011235955
SLC38A7,0.011235955
GINS3,0.011235955
PEX10,0.011235955
PLCH2,0.011235955
ITFG1,0.011235955
ORC6,0.011235955
VPS35,0.011235955
SHCBP1,0.011235955
FLII,0.011235955
ANKRD26P1,0.011235955
MIEF2,0.011235955
TOP3A,0.011235955
RNA5-8SP2,0.011235955
SHMT1,0.011235955
EVPLL,0.011235955
IGHV3OR16-8,0.011235955
LGALS9C,0.011235955
CCDC144B,0.011235955
SLC5A10,0.011235955
CTD-2014E2.5,0.011235955
AHSP,0.011235955
TGFB1I1,0.011235955
PYDC1,0.011235955
TRIM72,0.011235955
PYCARD,0.011235955
SNORD3A,0.011235955
VKORC1,0.011235955
CEP104,0.011235955
ORAI3,0.011235955
N4BP1,0.011235955
TP73,0.011235955
PAPD5,0.011235955
MT1M,0.011235955
DOK4,0.011235955
COQ9,0.011235955
CCDC144A,0.011235955
RSPRY1,0.011235955
RP11-219A15.2,0.011235955
TRIM75P,0.011235955
SLC12A3,0.011235955
NUP93,0.011235955
MT1H,0.011235955
MT1G,0.011235955
PLD6,0.011235955
MED9,0.011235955
TPRG1L,0.011235955
MT3,0.011235955
CES1P1,0.011235955
CAPNS2,0.011235955
MMEL1,0.011235955
ACTRT2,0.011235955
IRX3,0.011235955
AKTIP,0.011235955
RBL2,0.011235955
LRRC48,0.011235955
TOX3,0.011235955
ARHGEF16,0.011235955
ZNF821,0.011235955
PMFBP1,0.011235955
BCL7C,0.011235955
RAP1GAP2,0.011235955
DPH1,0.011235955
RPA1,0.011235955
DLG4,0.011235955
DVL2,0.011235955
RILP,0.011235955
PHF23,0.011235955
PITPNA,0.011235955
MYO1C,0.011235955
GABARAP,0.011235955
ELP5,0.011235955
RNMTL1,0.011235955
SLC2A4,0.011235955
GEMIN4,0.011235955
YBX2,0.011235955
VPS53,0.011235955
FAM101B,0.011235955
C17orf97,0.011235955
PRDM7,0.011235955
KCTD11,0.011235955
DEF8,0.011235955
MC1R,0.011235955
FANCA,0.011235955
NLGN2,0.011235955
SPEM1,0.011235955
CDK10,0.011235955
ASGR1,0.011235955
OR1D4,0.011235955
NDEL1,0.011235955
C17orf49,0.011235955
RPAIN,0.011235955
NUP88,0.011235955
USP6,0.011235955
ZFP3,0.011235955
ENO3,0.011235955
PFN1,0.011235955
RNF167,0.011235955
SLC25A11,0.011235955
CHRNE,0.011235955
PLD2,0.011235955
PSMB6,0.011235955
TM4SF5,0.011235955
ZMYND15,0.011235955
CXCL16,0.011235955
SMTNL2,0.011235955
SPNS2,0.011235955
SLC13A5,0.011235955
CYB5D2,0.011235955
CAMKK1,0.011235955
GSG2,0.011235955
XAF1,0.011235955
CTNS,0.011235955
TEKT1,0.011235955
SPATA22,0.011235955
OR3A1,0.011235955
DPEP1,0.011235955
CPNE7,0.011235955
SPG7,0.011235955
ZBTB4,0.011235955
ALOXE3,0.011235955
C16orf46,0.011235955
HES7,0.011235955
CDYL2,0.011235955
PER1,0.011235955
MAF,0.011235955
CLEC3A,0.011235955
NUDT7,0.011235955
VAMP2,0.011235955
MON1B,0.011235955
C17orf59,0.011235955
CTC1,0.011235955
GABARAPL2,0.011235955
TMEM231,0.011235955
PFAS,0.011235955
ZFP1,0.011235955
ODF4,0.011235955
WDR59,0.011235955
FA2H,0.011235955
KRBA2,0.011235955
RFWD3,0.011235955
CLEC18B,0.011235955
NPIPB15,0.011235955
RP11-252A24.2,0.011235955
RPL26,0.011235955
GAN,0.011235955
PLCG2,0.011235955
SDR42E1,0.011235955
KIAA0513,0.011235955
EIF4A1,0.011235955
SNAI3,0.011235955
SHBG,0.011235955
BANP,0.011235955
CA5A,0.011235955
WRAP53,0.011235955
MTHFSD,0.011235955
YWHAEP5,0.011235955
TNFRSF4,0.011235955
EMC8,0.011235955
FAM92B,0.011235955
ZDHHC7,0.011235955
GUCY2D,0.011235955
USP10,0.011235955
TLDC1,0.011235955
XXbac-BPG246D15.9,0.011235955
ADAD2,0.011235955
XXbac-BPG116M5.17,0.011235955
SLC38A8,0.011235955
NECAB2,0.011235955
OSGIN1,0.011235955
KCNAB3,0.011235955
TRAPPC1,0.011235955
UBE2J2,0.011235955
FBXL19,0.011235955
MAPK7,0.011235955
AADACL4,0.011235955
NTHL1,0.011235955
CCL1,0.011235955
PEX14,0.011235955
RPS2,0.011235955
NDUFB10,0.011235955
CCT6B,0.011235955
IGFALS,0.011235955
RAD51D,0.011235955
NME3,0.011235955
NLE1,0.011235955
CRAMP1L,0.011235955
TMEM204,0.011235955
IFT140,0.011235955
TELO2,0.011235955
GNPTG,0.011235955
TPSD1,0.011235955
PEX12,0.011235955
SOX8,0.011235955
RASL10B,0.011235955
EXOSC10,0.011235955
HAGHL,0.011235955
STUB1,0.011235955
RHBDL1,0.011235955
RHOT2,0.011235955
CCL5,0.011235955
WFIKKN1,0.011235955
CCL7,0.011235955
SRP54-AS1,0.011235955
OR2C1,0.011235955
APITD1-CORT,0.011235955
ZNF200,0.011235955
ZNF213,0.011235955
ZNF205,0.011235955
IL32,0.011235955
HCFC1R1,0.011235955
CLDN9,0.011235955
KREMEN2,0.011235955
FLYWCH2,0.011235955
COPRS,0.011235955
PRSS21,0.011235955
UTP6,0.011235955
PRSS33,0.011235955
TCEB2,0.011235955
NMNAT1,0.011235955
KCTD5,0.011235955
RHOT1,0.011235955
RHBDL3,0.011235955
PDPK1,0.011235955
C17orf75,0.011235955
PSMD11,0.011235955
CDK5R1,0.011235955
ASIC2,0.011235955
PGP,0.011235955
BRICD5,0.011235955
APITD1,0.011235955
CCL14,0.011235955
HBQ1,0.011235955
CCL3,0.011235955
CCL4,0.011235955
RPL23,0.011235955
MTHFR,0.011235955
RHCG,0.011235955
RLBP1,0.011235955
CTD-2206N4.4,0.011235955
PLXDC1,0.011235955
CACNB1,0.011235955
FBXL20,0.011235955
PLOD1,0.011235955
PDE8A,0.011235955
SEC11A,0.011235955
WDR73,0.011235955
PGAP3,0.011235955
GRB7,0.011235955
ZPBP2,0.011235955
SH3GL3,0.011235955
BNC1,0.011235955
TM6SF1,0.011235955
ORMDL3,0.011235955
GSDMA,0.011235955
HOMER2,0.011235955
DHRS3,0.011235955
THRA,0.011235955
CASC3,0.011235955
GOLGA6L10,0.011235955
MESP2,0.011235955
AP3S2,0.011235955
C17orf98,0.011235955
SYNM,0.011235955
TBC1D3B,0.011235955
OR4F6,0.011235955
DNM1P47,0.011235955
TARSL2,0.011235955
TM2D3,0.011235955
PCSK6,0.011235955
CHSY1,0.011235955
LINS,0.011235955
SYNRG,0.011235955
LRRC28,0.011235955
TTC23,0.011235955
HNF1B,0.011235955
NGRN,0.011235955
MRPL45,0.011235955
MAD2L2,0.011235955
SPATA8,0.011235955
DRAXIN,0.011235955
AGTRAP,0.011235955
ST8SIA2,0.011235955
HDDC3,0.011235955
PIP4K2B,0.011235955
SPACA6P-AS,0.011235955
CRTC3,0.011235955
CWC25,0.011235955
MEFV,0.011235955
ZNF597,0.011235955
MFAP4,0.011235955
RABEP2,0.011235955
DHRS7B,0.011235955
EIF3C,0.011235955
CLN3,0.011235955
WSB1,0.011235955
TCAF1,0.011235955
TNFRSF25,0.011235955
KDM8,0.011235955
C16orf82,0.011235955
LGALS9,0.011235955
SLC5A11,0.011235955
CACNG3,0.011235955
CHP2,0.011235955
AC061975.1,0.011235955
PALB2,0.011235955
RP11-368J21.3,0.011235955
TMEM97,0.011235955
POLDIP2,0.011235955
CDR2,0.011235955
ZBTB48,0.011235955
EEF2K,0.011235955
PDZD9,0.011235955
UQCRC2,0.011235955
RRN3P1,0.011235955
KLHL21,0.011235955
PHF13,0.011235955
ACOT7,0.011235955
CD19,0.011235955
CLUAP1,0.011235955
RRN3P2,0.011235955
FBRS,0.011235955
ZNF689,0.011235955
ZNF764,0.011235955
ZNF747,0.011235955
ZNF768,0.011235955
DCTPP1,0.011235955
KCNAB2,0.011235955
ALDH3A2,0.011235955
SLC47A2,0.011235955
CD2BP2,0.011235955
TEX43,0.011235955
AKAP10,0.011235955
MAPK3,0.011235955
AC004702.2,0.011235955
ALDOA,0.011235955
C16orf92,0.011235955
CCDC144CP,0.011235955
HES3,0.011235955
SRP68P3,0.011235955
RP11-434D2.2,0.011235955
ASPHD1,0.011235955
LGALS9B,0.011235955
MAZ,0.011235955
C16orf54,0.011235955
SLC7A5P1,0.011235955
IGSF6,0.011235955
METTL9,0.011235955
CRYM-AS1,0.011235955
ANKS4B,0.011235955
NUFIP2,0.011235955
PRM1,0.011235955
ABHD15,0.011235955
TP53I13,0.011235955
GPR157,0.011235955
RMI2,0.011235955
CLEC16A,0.011235955
NUBP1,0.011235955
EMP2,0.011235955
SUGCT,0.011235955
NSRP1,0.011235955
PMM2,0.011235955
ABAT,0.011235955
METTL22,0.011235955
STKLD1,0.011235955
H6PD,0.011235955
GLYR1,0.011235955
ROGDI,0.011235955
C16orf71,0.011235955
TBC1D29,0.011235955
C16orf96,0.011235955
VASN,0.011235955
SRL,0.011235955
STK26,0.011235955
DNASE1,0.011235955
SNN,0.011235955
ZC3H7A,0.011235955
SLC2A5,0.011235955
SVIL-AS1,0.011235955
AC004381.6,0.011235955
UNC119,0.011235955
THUMPD1,0.011235955
PDILT,0.011235955
UMOD,0.011235955
ALDOC,0.011235955
C16orf62,0.011235955
SPAG5,0.011235955
SYT17,0.011235955
COQ7,0.011235955
ARL6IP1,0.011235955
PROCA1,0.011235955
GSPT1,0.011235955
NOMO3,0.011235955
ERRFI1,0.011235955
SLC45A1,0.011235955
C16orf45,0.011235955
TLCD1,0.011235955
NPIPA1,0.011235955
ERAL1,0.011235955
PHF12,0.011235955
BFAR,0.011235955
PARN,0.011235955
CPPED1,0.011235955
RUNX3,0.011235955
SAV1,0.011235955
KRTAP5-9,0.011235955
STAP2,0.011235955
PKP2,0.011235955
DNM1L,0.011235955
KIAA1551,0.011235955
AMN1,0.011235955
METTL20,0.011235955
FAM60A,0.011235955
TSPAN11,0.011235955
FAM183A,0.011235955
ERGIC2,0.011235955
CCDC91,0.011235955
HDGFRP2,0.011235955
ARNTL2,0.011235955
FGFR1OP2,0.011235955
TMEM125,0.011235955
BHLHE41,0.011235955
CASC1,0.011235955
C12orf77,0.011235955
ARRDC5,0.011235955
C2CD5,0.011235955
GYS2,0.011235955
RECQL,0.011235955
MED8,0.011235955
SLCO1A2,0.011235955
CAPZA3,0.011235955
STRAP,0.011235955
RP11-342M1.7,0.011235955
FSD1,0.011235955
LMBR1L,0.011235955
C12orf40,0.011235955
DDN,0.011235955
WNT1,0.011235955
GIPC3,0.011235955
TBXA2R,0.011235955
GUCA2B,0.011235955
MRPL54,0.011235955
MATK,0.011235955
H1FNT,0.011235955
PFKM,0.011235955
FOXJ3,0.011235955
RAPGEF3,0.011235955
RPAP3,0.011235955
PCED1B,0.011235955
SLC38A2,0.011235955
SLC38A1,0.011235955
ZMYND12,0.011235955
PLEKHA8P1,0.011235955
DBX2,0.011235955
CREB3L3,0.011235955
PUS7L,0.011235955
ZCRB1,0.011235955
EBI3,0.011235955
PROSER3,0.011235955
CCDC94,0.011235955
TMIGD2,0.011235955
IPO13,0.011235955
RERG,0.011235955
ARHGDIB,0.011235955
ERP27,0.011235955
KLRC2,0.011235955
KLRC4,0.011235955
SLC25A23,0.011235955
KLRD1,0.011235955
GABARAPL1,0.011235955
TMEM52B,0.011235955
CLEC7A,0.011235955
CLEC12B,0.011235955
TUBB4A,0.011235955
CD70,0.011235955
CD69,0.011235955
GPR108,0.011235955
VAV1,0.011235955
KLF17,0.011235955
KLRG1,0.011235955
ZNF557,0.011235955
AICDA,0.011235955
CLEC4D,0.011235955
CLEC6A,0.011235955
RP11-266K4.9,0.011235955
CLEC4A,0.011235955
PEX11G,0.011235955
FOXJ2,0.011235955
NANOG,0.011235955
CLEC4C,0.011235955
KLRC1,0.011235955
MAGOHB,0.011235955
STYK1,0.011235955
LOH12CR1,0.011235955
MGP,0.011235955
