gene_name,TCGA-UCEC(Asian)(20)
CHCHD4,0.05
FGD5P1,0.05
CST2,0.05
IGHV5-51,0.05
CST1,0.05
IGHV3-53,0.05
IGHV7-81,0.05
IGHV1OR15-9,0.05
ADGRG1,0.05
WHAMMP3,0.05
C15orf32,0.05
INSM1,0.05
CHST10,0.05
NMS,0.05
CRNKL1,0.05
CTC-231O11.1,0.05
PDCL3,0.05
TMEM40,0.05
RN7SL495P,0.05
GHRL,0.05
HERC2P2,0.05
CREG2,0.05
NAA20,0.05
AC100757.1,0.05
FAM174B,0.05
TUBGCP5,0.05
RP11-386M24.4,0.05
TXNDC9,0.05
SPATA8,0.05
OR4N3P,0.05
OR4N4,0.05
KIAA1211L,0.05
NF1P2,0.05
RP11-32B5.7,0.05
COA5,0.05
SSTR4,0.05
PGPEP1L,0.05
RQCD1,0.05
GSTM5P1,0.05
CD93,0.05
ACTR1B,0.05
WDR92,0.05
CERK,0.05
CACNG3,0.05
CABLES1,0.05
BTF3L4,0.05
CC2D1B,0.05
ABHD3,0.05
SNRPD1,0.05
GPX7,0.05
RNU6-721P,0.05
PODN,0.05
SLC1A7,0.05
RP11-147L13.11,0.05
CYP4F35P,0.05
ETHE1,0.05
MAGOH,0.05
SLC25A3P1,0.05
FAM210A,0.05
RP11-146B14.1,0.05
GLIS1,0.05
SEH1L,0.05
CEP76,0.05
DIO1,0.05
LRRC42,0.05
ANKRD62,0.05
PINLYP,0.05
IMPA2,0.05
KTI12,0.05
LYPD3,0.05
CYB5RL,0.05
TXNDC12,0.05
PLK3,0.05
EIF2B3,0.05
C18orf21,0.05
HPDL,0.05
CD177,0.05
ZNF396,0.05
MMACHC,0.05
MAPRE2,0.05
PRDX1,0.05
CCDC178,0.05
GPBP1L1,0.05
TSPAN1,0.05
NSUN4,0.05
FAAH,0.05
KNCN,0.05
TTR,0.05
MKNK1,0.05
CYP4A22,0.05
PDZK1IP1,0.05
RP11-248B24.1,0.05
CDKN2C,0.05
IMPACT,0.05
RP11-163I18.2,0.05
CDCP2,0.05
IRGQ,0.05
KIF2C,0.05
WDR45B,0.05
NARF,0.05
FPGT,0.05
TYW3,0.05
LHX8,0.05
CD7,0.05
RP4-595K12.2,0.05
KCNN4,0.05
RABGGTB,0.05
ZNF221,0.05
RITA1,0.05
RFPL3-AS1_2,0.05
RPF1,0.05
ZNF284,0.05
SIRT7,0.05
CTBS,0.05
BCL10,0.05
ARHGDIA,0.05
RAB6C-AS1,0.05
CYR61,0.05
ZNF235,0.05
ZNHIT6,0.05
ZNF233,0.05
HGS,0.05
IRGC,0.05
RAB40B,0.05
RP11-1379J22.7,0.05
FN3KRP,0.05
RP11-134G8.5,0.05
RAB31,0.05
TTC4,0.05
TTC22,0.05
NDUFV2,0.05
TMEM61,0.05
LRRC30,0.05
PCSK9,0.05
ZNF576,0.05
JUN,0.05
HOOK1,0.05
RP11-835E18.5,0.05
C18orf42,0.05
CYP2J2,0.05
ATG4C,0.05
ITGB3BP,0.05
SRRM5,0.05
ADCYAP1,0.05
UBE2U,0.05
SLC35D1,0.05
METRNL,0.05
SRSF11,0.05
CTH,0.05
TPGS2,0.05
RP11-320G10.1,0.05
GLIDR,0.05
ADNP2,0.05
HSBP1L1,0.05
PQLC1,0.05
KCNG2,0.05
SH3D21,0.05
NFATC1,0.05
LIPE-AS1,0.05
RP11-756A22.7,0.05
OSCP1,0.05
ZC3H12A,0.05
MEAF6,0.05
LINC00909,0.05
FAM69C,0.05
DNALI1,0.05
GNL2,0.05
CDCA8,0.05
NETO1,0.05
MANEAL,0.05
C1orf122,0.05
CD226,0.05
SF3A3,0.05
TMX3,0.05
LINC00305,0.05
HMSD,0.05
TXNL4A,0.05
PARD6G,0.05
RHBDL2,0.05
TRAPPC3,0.05
HMHA1,0.05
CNN2,0.05
ARHGEF1,0.05
ZMYM6NB,0.05
CFD,0.05
NCDN,0.05
TFAP2E,0.05
AZU1,0.05
PTBP1,0.05
PSMB2,0.05
C1orf216,0.05
RNF126,0.05
ERF,0.05
POLRMT,0.05
HCN2,0.05
BSG,0.05
CDC34,0.05
PRR19,0.05
ODF3L2,0.05
TEKT2,0.05
ADPRHL2,0.05
COL8A2,0.05
PPAP2C,0.05
SERPINB10,0.05
RP11-49K24.9,0.05
RNF220,0.05
PSG6,0.05
MBD2,0.05
PPCS,0.05
ME2,0.05
YBX1,0.05
MAPK4,0.05
CLDN19,0.05
ZNF691,0.05
RPL17,0.05
FAM183A,0.05
EBNA1BP2,0.05
MPL,0.05
CDC20,0.05
ELOVL1,0.05
SKOR2,0.05
TCEB3B,0.05
TCEB3C,0.05
TCEB3CL,0.05
PIAS2,0.05
RP11-346J10.3,0.05
RP11-346J10.2,0.05
CCDC24,0.05
ATP5A1,0.05
RP11-330H6.5,0.05
STARD6,0.05
GUCA2B,0.05
SERPINB11,0.05
CCDC68,0.05
BMP8A,0.05
CEACAM1,0.05
SERPINB5,0.05
RP11-475E11.9,0.05
RP11-468E2.1,0.05
PHLPP1,0.05
TNFRSF11A,0.05
HPCAL4,0.05
PIGN,0.05
MYCL,0.05
AC004603.4,0.05
PSG10P,0.05
CAP1,0.05
PPT1,0.05
RAX,0.05
GRP,0.05
SEC11C,0.05
COL9A2,0.05
PSG1,0.05
NARS,0.05
CITED4,0.05
SLFNL1,0.05
EDN2,0.05
CCDC137,0.05
PDE6G,0.05
C17orf70,0.05
GH1,0.05
GH2,0.05
CSH2,0.05
FBXO46,0.05
SMARCD2,0.05
PSMC5,0.05
TSHB,0.05
CCDC47,0.05
NGF,0.05
LIMD2,0.05
SNORA42,0.05
VANGL1,0.05
DCAF7,0.05
MAB21L3,0.05
RP5-1086K13.1,0.05
MIR633,0.05
CD2,0.05
PTGFRN,0.05
TTF2,0.05
PCDHB17P,0.05
HSD3BP2,0.05
NACA2,0.05
P3H1,0.05
TBX2,0.05
CSH1,0.05
QPCTL,0.05
CTD-2319I12.2,0.05
ICAM2,0.05
SLC6A17,0.05
RP11-470L19.2,0.05
WIPI1,0.05
KCNA2,0.05
ARSG,0.05
PPM1N,0.05
VASP,0.05
OPA3,0.05
LRIF1,0.05
DRAM2,0.05
DENND2D,0.05
CHIAP2,0.05
PIFO,0.05
CACNG1,0.05
PIDD1,0.05
CACNG5,0.05
WDR77,0.05
C1orf162,0.05
RP11-88H9.2,0.05
PERM1,0.05
RNU7-115P,0.05
PDPK2P,0.05
BCAS2,0.05
APPBP2,0.05
RSPH6A,0.05
FSCN2,0.05
AKAP1,0.05
SCPEP1,0.05
RP11-403I13.7,0.05
HIST2H3PS2,0.05
NEURL1,0.05
PCTP,0.05
PPIAL4C,0.05
MMD,0.05
FCGR1A,0.05
PGLYRP1,0.05
NBPF26,0.05
HIST2H2BE,0.05
IGFL4,0.05
NBPF25P,0.05
UTP18,0.05
NME2,0.05
NBAT1,0.05
SF3B4,0.05
PLEKHO1,0.05
LINC00483,0.05
NAT8B,0.05
TARS2,0.05
IGFL1,0.05
LRRC59,0.05
RNF126P1,0.05
NOVA2,0.05
TBC1D3P1-DHX40P1,0.05
MRPS23,0.05
EMBP1,0.05
TUBD1,0.05
VMP1,0.05
OR52A4P,0.05
PPIAL4G,0.05
SRGAP2B,0.05
NBPF8,0.05
GDPD1,0.05
PRR11,0.05
SKA2,0.05
POLR3GL,0.05
NUDT17,0.05
POLR3C,0.05
NBPF13P,0.05
CHD1L,0.05
IRF2BP1,0.05
MKS1,0.05
ACP6,0.05
OR4D2,0.05
GPR89B,0.05
MYPOP,0.05
RP6-74O6.2,0.05
RP11-495P10.1,0.05
PLET1,0.05
ALX3,0.05
EPS8L3,0.05
AFMID,0.05
SYNGR2,0.05
C17orf99,0.05
TMC8,0.05
F3,0.05
ALG14,0.05
TMEM56,0.05
BCL3,0.05
CBLC,0.05
MIR137HG,0.05
JMJD6,0.05
MXRA7,0.05
ST6GALNAC2,0.05
SNHG16,0.05
SLC35A3,0.05
CYGB,0.05
TRMT13,0.05
PRPSAP1,0.05
DBT,0.05
RNF157,0.05
RTCA,0.05
GPR88,0.05
GALR2,0.05
ZACN,0.05
PVR,0.05
ABCD3,0.05
POT1-AS1,0.05
DNTTIP2,0.05
RBMXL1,0.05
SLC38A10,0.05
GBP3,0.05
ENTHD2,0.05
AATK-AS1,0.05
AATK,0.05
BAIAP2,0.05
CHMP6,0.05
GBP1,0.05
NPTX1,0.05
GBP1P1,0.05
LRRC8D,0.05
HSP90B3P,0.05
TBC1D16,0.05
CBX8,0.05
CBX2,0.05
ENPP7,0.05
PTPN20,0.05
CANT1,0.05
LGALS3BP,0.05
TIMP2,0.05
CYTH1,0.05
SOCS3,0.05
SRP68,0.05
CDK3,0.05
ACOX1,0.05
MRPL38,0.05
TMEM104,0.05
KLC3,0.05
SLC9A3R1,0.05
CD300LF,0.05
CTD-2006K23.2,0.05
RAB37,0.05
FNDC7,0.05
PRH1-PRR4,0.05
CD300A,0.05
GPRC5C,0.05
GPR142,0.05
KIF19,0.05
C1orf194,0.05
CD3EAP,0.05
ERCC1,0.05
SYPL2,0.05
CDC42EP4,0.05
RTN2,0.05
AMIGO1,0.05
GPR61,0.05
SLC39A11,0.05
GSTM2,0.05
GSTM1,0.05
FAM102B,0.05
FDXR,0.05
NBPF6,0.05
LLGL2,0.05
APOC2,0.05
EXTL2,0.05
CLPTM1,0.05
SLC30A7,0.05
GALK1,0.05
ITGB4,0.05
ZNF296,0.05
GEMIN7,0.05
OLFM3,0.05
MYO15B,0.05
TSEN54,0.05
USH1G,0.05
SLC25A19,0.05
AMY1B,0.05
PROSER3,0.05
SUMO2,0.05
NT5C,0.05
NKPD1,0.05
PRMT6,0.05
KCTD2,0.05
EXOC3L2,0.05
OTOP2,0.05
LYPD4,0.05
HMGB4,0.05
C19orf26,0.05
ANO8,0.05
TNFRSF1B,0.05
ABHD8,0.05
ANKLE1,0.05
SPACA6P-AS,0.05
USHBP1,0.05
DHRS3,0.05
AADACL4,0.05
PRAMEF12,0.05
PRAMEF1,0.05
PRAMEF11,0.05
HNRNPCL1,0.05
PRAMEF2,0.05
TMEM38A,0.05
SMIM7,0.05
PRAMEF10,0.05
SLC35E1,0.05
CHERP,0.05
PRAMEF7,0.05
CALR3,0.05
PRAMEF5,0.05
AP1M1,0.05
CIB3,0.05
HSH2D,0.05
TNFRSF8,0.05
PLVAP,0.05
LINC00905,0.05
BST2,0.05
LZIC,0.05
ISYNA1,0.05
LRRC25,0.05
SSC4D,0.05
PGD,0.05
SRP54-AS1,0.05
APITD1-CORT,0.05
CORT,0.05
DFFA,0.05
PEX14,0.05
C1orf127,0.05
ANGPTL7,0.05
ZNF527,0.05
UBIAD1,0.05
FBXO2,0.05
FBXO44,0.05
JAK3,0.05
ZNF793,0.05
B3GNT3,0.05
SPDYE5,0.05
COLGALT1,0.05
TMEM221,0.05
MVB12A,0.05
RAB8A,0.05
LINC00661,0.05
IFFO2,0.05
PRKACA,0.05
CROCCP3,0.05
SMIM24,0.05
C19orf33,0.05
PODNL1,0.05
C19orf57,0.05
NANOS3,0.05
KCNK6,0.05
CCDC130,0.05
IER2,0.05
PSMD8,0.05
NACC1,0.05
TRMT1,0.05
GGN,0.05
DAND5,0.05
SPRED3,0.05
RAD23A,0.05
CALR,0.05
PADI4,0.05
RTBDN,0.05
RNASEH2A,0.05
KLHDC7A,0.05
BEST2,0.05
ASNA1,0.05
SAMD1,0.05
ASF1B,0.05
OR10H4,0.05
GIPC1,0.05
DPF1,0.05
CYP4F24P,0.05
OR10H3,0.05
OR10H2,0.05
TMEM51,0.05
EFHD2,0.05
SNORD115-7,0.05
PGLYRP2,0.05
CELA2B,0.05
CASP9,0.05
AKAP8L,0.05
AKAP8,0.05
DNAJC16,0.05
EPHX3,0.05
AGMAT,0.05
RSC1A1,0.05
OR1I1,0.05
SLC25A34,0.05
SNORD115-13,0.05
ZBTB17,0.05
OR7C1,0.05
CLCNKA,0.05
ARHGEF19,0.05
FKBP8,0.05
KXD1,0.05
CTNNBIP1,0.05
UBE2J2,0.05
SCGB2B2,0.05
CPSF3L,0.05
PDCD2L,0.05
DVL1,0.05
AURKAIP1,0.05
CCNL2,0.05
PEPD,0.05
MRPL20,0.05
CEBPA,0.05
LRP3,0.05
UMAD1,0.05
VWA1,0.05
ATAD3B,0.05
ATAD3A,0.05
TDRD12,0.05
SSU72,0.05
U47924.6,0.05
CDK11A,0.05
NFKBID,0.05
C19orf12,0.05
PLEKHF1,0.05
POP4,0.05
HCST,0.05
SCNN1D,0.05
XXbac-BPG246D15.9,0.05
CRLF1,0.05
B3GALT6,0.05
UPK1A,0.05
COX6B1,0.05
ETV2,0.05
RBM42,0.05
ATP4A,0.05
TMEM147,0.05
ZNF767P,0.05
SBSN,0.05
KRTDAP,0.05
GPR42,0.05
FFAR1,0.05
KLHL17,0.05
PLEKHN1,0.05
USF2,0.05
AGRN,0.05
RP11-54O7.18,0.05
FXYD5,0.05
LGI4,0.05
Z83819.1,0.05
YWHAEP5,0.05
SCN1B,0.05
GRAMD1A,0.05
XXbac-BPG32J3.19,0.05
TMEM52,0.05
TYROBP,0.05
TRY2P,0.05
TRIM75P,0.05
PLEKHG5,0.05
ZNF101,0.05
GMIP,0.05
CAPNS1,0.05
PHF13,0.05
CILP2,0.05
COX7A1,0.05
ZNF565,0.05
SVIL-AS1,0.05
TSSK6,0.05
SUZ12P1,0.05
ZFP14,0.05
NR2C2AP,0.05
RFXANK,0.05
MEF2B,0.05
Y_RNA,0.05
SLC25A42,0.05
ENO1,0.05
HOMER3,0.05
DDX49,0.05
SPSB1,0.05
CLSTN1,0.05
C19orf60,0.05
TBC1D3L,0.05
ZNF93,0.05
ESPN,0.05
TPRG1L,0.05
RPSAP58,0.05
ZNF681,0.05
RER1,0.05
ZNF728,0.05
PLCH2,0.05
MMEL1,0.05
CLIP3,0.05
ZNF676,0.05
ACTRT2,0.05
LINC00982,0.05
WRAP73,0.05
HES2,0.05
TP73,0.05
CTD-2561J22.2,0.05
LRRC47,0.05
POLR2I,0.05
ZNF430,0.05
KCNAB2,0.05
TEX43,0.05
ZNF826P,0.05
GPR153,0.05
TCAF2,0.05
C19orf43,0.05
MRTO4,0.05
A3GALT2,0.05
KDM4B,0.05
RP5-981L23.2,0.05
MIR7-3,0.05
MIR7-3HG,0.05
GMEB1,0.05
SEMA6B,0.05
OPRD1,0.05
PLIN5,0.05
AKT2,0.05
HDGFRP2,0.05
UBXN6,0.05
RP5-907C10.4,0.05
SRSF4,0.05
STAP2,0.05
SHD,0.05
PLD3,0.05
EBI3,0.05
MAP2K2,0.05
ZCCHC17,0.05
SERTAD1,0.05
DAPK3,0.05
SERTAD3,0.05
ZFR2,0.05
SERINC2,0.05
TRNAU1AP,0.05
TINCR,0.05
MRPL54,0.05
SESN2,0.05
AC093063.3,0.05
FCN3,0.05
TNFSF14,0.05
CD70,0.05
TNFSF9,0.05
CRB3,0.05
SLC25A41,0.05
GTF2F1,0.05
ALKBH7,0.05
FGR,0.05
ACER1,0.05
STX12,0.05
PPP1R8,0.05
FBL,0.05
VMAC,0.05
NDUFA11,0.05
RPA2,0.05
XKR8,0.05
FUT6,0.05
RPL23AP82,0.05
DUS3L,0.05
ZNF780B,0.05
ATPIF1,0.05
RP4-777O23.3,0.05
TINAGL1,0.05
WDR83OS,0.05
ZBTB8B,0.05
AMH,0.05
ZBTB8A,0.05
PLEKHJ1,0.05
DOT1L,0.05
IZUMO4,0.05
SYNC,0.05
BTBD2,0.05
FNDC5,0.05
RP13-104F24.2,0.05
SCAMP4,0.05
ABHD17A,0.05
TMEM54,0.05
TGFB1,0.05
CCDC97,0.05
MBD3,0.05
CTC-435M10.3,0.05
REEP6,0.05
BCKDHA,0.05
EXOSC5,0.05
B3GNT8,0.05
GAMT,0.05
NDUFS7,0.05
CEACAM21,0.05
JSRP1,0.05
C19orf35,0.05
HCRTR1,0.05
BSDC1,0.05
PEF1,0.05
TBXA2R,0.05
GIPC3,0.05
NUMBL,0.05
SNRPA,0.05
RAB4B,0.05
S1PR4,0.05
TXLNA,0.05
AES,0.05
TLE2,0.05
IQCC,0.05
DCDC2B,0.05
MTMR9LP,0.05
RP4-756H11.5,0.05
HDAC1,0.05
SGTA,0.05
SLC39A3,0.05
TSSK3,0.05
GNG7,0.05
CYP2G1P,0.05
TIMM13,0.05
TMPRSS9,0.05
SPPL2B,0.05
TMEM222,0.05
FAM46B,0.05
EID2,0.05
SH2D5,0.05
RGL3,0.05
RAP1GAP,0.05
LDLRAD2,0.05
RAB3D,0.05
CELA3B,0.05
LGALS4,0.05
KANK2,0.05
SPC24,0.05
LDLR,0.05
ECH1,0.05
YIPF2,0.05
CDC42,0.05
RINL,0.05
SIRT2,0.05
WNT4,0.05
QTRT1,0.05
SLC44A2,0.05
CDKN2D,0.05
ATG4D,0.05
SGMS1-AS1,0.05
KDM1A,0.05
RAVER1,0.05
FDX1L,0.05
ZNF653,0.05
KIF17,0.05
ARHGEF18,0.05
ZNF627,0.05
WDR83,0.05
AKR7L,0.05
ZNF791,0.05
AKR7A3,0.05
CAPZB,0.05
MINOS1,0.05
NBL1,0.05
HTR6,0.05
TMCO4,0.05
RNF186,0.05
CTD-2666L21.1,0.05
ZNF625,0.05
PLA2G2E,0.05
PLA2G2A,0.05
PLA2G5,0.05
PLA2G2F,0.05
SMG1P7,0.05
UBXN10,0.05
ZNF700,0.05
ZNF69,0.05
FAM43B,0.05
ZNF823,0.05
DDOST,0.05
ICAM5,0.05
ID3,0.05
MRPL4,0.05
FBXO17,0.05
SAMD4B,0.05
NDUFA7,0.05
CD320,0.05
CERS4,0.05
ZNF593,0.05
CATSPER4,0.05
TIMM44,0.05
SNAPC2,0.05
ZFP36,0.05
SH3BGRL3,0.05
UBXN11,0.05
RTP5,0.05
LIN28A,0.05
HMGN2,0.05
TRAPPC5,0.05
RPS16,0.05
RETN,0.05
RPS6KA1,0.05
PET100,0.05
RSPH14,0.05
GPATCH3,0.05
NR0B2,0.05
SELV,0.05
KANK3,0.05
TRIM63,0.05
GMFG,0.05
CNR2,0.05
MDS2,0.05
RPL11,0.05
FBXO27,0.05
PPAN-P2RY11,0.05
NCCRP1,0.05
C3P1,0.05
GALE,0.05
HMGCL,0.05
FUCA1,0.05
UBL5,0.05
IFNL2,0.05
HNRNPM,0.05
RUNX3,0.05
OR7G2,0.05
SEPN1,0.05
MBD3L1,0.05
ZNF558,0.05
MTFR1L,0.05
AUNIP,0.05
ADAMTS10,0.05
SAXO2,0.05
PAFAH2,0.05
CTSS,0.05
CTSK,0.05
TMEM92,0.05
TRIM11,0.05
HIST3H2BB,0.05
ZNF469,0.05
RP11-863P13.4,0.05
RHOU,0.05
SLC7A5,0.05
JPH3,0.05
MTHFSD,0.05
C1orf198,0.05
COX4I1,0.05
EMC8,0.05
GINS2,0.05
FAM89A,0.05
EGLN1,0.05
NTPCR,0.05
KLHL36,0.05
KCNK1,0.05
TLDC1,0.05
LINC01152,0.05
WFDC1,0.05
KCNG4,0.05
ADAD2,0.05
U8,0.05
IRF2BP2,0.05
CYBA,0.05
CTU2,0.05
TOMM20,0.05
IBA57,0.05
PYCR2,0.05
GAS8,0.05
DBNDD1,0.05
AFG3L1P,0.05
LEFTY2,0.05
TUBB3,0.05
HAS1,0.05
MIXL1,0.05
ZNF276,0.05
C1orf95,0.05
CTD-2090I13.1,0.05
CDK10,0.05
ZNF678,0.05
FPR2,0.05
FPR3,0.05
RPL13,0.05
SPG7,0.05
PRSS38,0.05
LINC01239,0.05
PABPN1L,0.05
GALNS,0.05
APRT,0.05
LINC01205,0.05
HSDL1,0.05
RBM34,0.05
OR14I1,0.05
ZNF124,0.05
CHST6,0.05
CFDP1,0.05
CTRB2,0.05
LINC01125,0.05
OR6F1,0.05
OR1C1,0.05
OR11L1,0.05
OR2W3,0.05
NPIPB15,0.05
LINC01121,0.05
AC009120.4,0.05
CTD-2331H12.5,0.05
AC004158.3,0.05
OR2M1P,0.05
ZNF320,0.05
DHODH,0.05
ZNF821,0.05
IST1,0.05
ATXN1L,0.05
OR2T6,0.05
OR2T2,0.05
OR2T5,0.05
LINC01116,0.05
VN1R5,0.05
CTD-3099C6.9,0.05
GGPS1,0.05
LINC01138,0.05
OSGIN1,0.05
GNG4,0.05
HSBP1,0.05
MT1HL1,0.05
SDR42E1,0.05
CMIP,0.05
RNU6-1191P,0.05
FH,0.05
RP11-303E16.5,0.05
OPN3,0.05
EXO1,0.05
CMC2,0.05
ZBTB18,0.05
C1orf100,0.05
ADSS,0.05
EFCAB2,0.05
NUDT7,0.05
RPL39P34,0.05
SCCPDH,0.05
ZNF695,0.05
CTD-3099C6.11,0.05
ZNF669,0.05
KARS,0.05
RP11-356C4.5,0.05
RPH3AL,0.05
FAM101B,0.05
SLC41A1,0.05
TEKT1,0.05
KLK11,0.05
PM20D1,0.05
FAM72A,0.05
AVPR1B,0.05
TXNDC17,0.05
RASSF5,0.05
AIPL1,0.05
WSCD1,0.05
EIF2D,0.05
MIS12,0.05
DERL2,0.05
KLK14,0.05
C1QBP,0.05
LINC01347,0.05
SCIMP,0.05
IL24,0.05
FAIM3,0.05
SLC52A1,0.05
INCA1,0.05
SPAG7,0.05
PFN1,0.05
RNF167,0.05
ALOX12P2,0.05
RNASEK,0.05
VPS53,0.05
C17orf49,0.05
OPTC,0.05
EIF4A1,0.05
LINC01420,0.05
SNRPE,0.05
SLC35G6,0.05
ETNK2,0.05
REN,0.05
KLK6,0.05
C17orf74,0.05
SPEM1,0.05
KLK7,0.05
TNK1,0.05
TMEM95,0.05
NUAK2,0.05
SLC2A4,0.05
GABARAP,0.05
DVL2,0.05
ACADVL,0.05
ASGR1,0.05
SLC45A3,0.05
NUCKS1,0.05
KLK10,0.05
SLC16A13,0.05
SLC25A11,0.05
PFKFB2,0.05
C4BPB,0.05
RBM6,0.05
SLC30A10,0.05
LINC01297,0.05
1-Mar,0.05
HLX,0.05
NKG7,0.05
OVCA2,0.05
LIM2,0.05
SERPINF1,0.05
FAM177B,0.05
TLCD2,0.05
CAPN8,0.05
RILP,0.05
CAPN2,0.05
SLC43A2,0.05
RP11-504P24.8,0.05
INPP5K,0.05
RP11-504P24.3,0.05
CNIH4,0.05
NXN,0.05
SRP9,0.05
GLOD4,0.05
EPHX1,0.05
FAM57A,0.05
LYPLAL1,0.05
GPATCH2,0.05
OR1D5,0.05
DTL,0.05
C1orf132,0.05
TM4SF5,0.05
G0S2,0.05
ARRB2,0.05
IRF6,0.05
SPNS2,0.05
SPNS3,0.05
TRAF5,0.05
ATP2A3,0.05
LINC00467,0.05
P2RX5,0.05
OR1A2,0.05
ATF3,0.05
SHPK,0.05
TATDN3,0.05
VSIG10L,0.05
OR3A3,0.05
OR1E1,0.05
OR3A1,0.05
ANGEL2,0.05
OR1D4,0.05
OR1A1,0.05
OR2T11,0.05
FUK,0.05
SOX15,0.05
MORN2,0.05
ARMC5,0.05
AC104654.1,0.05
PYDC1,0.05
KAT8,0.05
BCKDK,0.05
VKORC1,0.05
PRSS53,0.05
KCNG3,0.05
MTA3,0.05
OXER1,0.05
MYADM,0.05
SETD1A,0.05
FBXL19,0.05
ABCG8,0.05
C16orf93,0.05
ZNF689,0.05
ZNF688,0.05
ZNF764,0.05
HMP19,0.05
ZNF768,0.05
SEPHS2,0.05
TARM1,0.05
ZNF48,0.05
ARHGEF33,0.05
AHSP,0.05
TFPT,0.05
CTD-2014E2.5,0.05
CNEP1R1,0.05
C16orf78,0.05
MIR520D,0.05
SIAH1,0.05
NETO2,0.05
C16orf87,0.05
NDUFAF7,0.05
CDC42EP3,0.05
RNU6-845P,0.05
ANKRD26P1,0.05
AC016995.3,0.05
MIR518A1,0.05
MIR516B1,0.05
RP11-989E6.3,0.05
SLC6A10P,0.05
TP53TG3D,0.05
HERC2P4,0.05
IGHV3OR16-9,0.05
MIR521-1,0.05
SRSF7,0.05
MIR522,0.05
MIR519A1,0.05
GEMIN6,0.05
NDUFA3,0.05
CD2BP2,0.05
ZNF692,0.05
LILRA5,0.05
RRN3P2,0.05
HACD2,0.05
LAT,0.05
NFATC2IP,0.05
GOLGA8IP,0.05
SH2B1,0.05
GOLGA6L5P,0.05
EIF3C,0.05
SULT1A2,0.05
CCDC101,0.05
C2orf74,0.05
IL27,0.05
AHSA2,0.05
CCT4,0.05
COMMD1,0.05
SBK1,0.05
IL21R,0.05
MDH1,0.05
NSMCE1,0.05
LGALSL,0.05
GOLGA2P5,0.05
GOLGA2P11,0.05
SPRED2,0.05
SNX29P2,0.05
CLHC1,0.05
RP11-347C12.3,0.05
LILRB2,0.05
PRPF31,0.05
MCFD2,0.05
CORO1A,0.05
MAPK3,0.05
TTC7A,0.05
C2orf61,0.05
EPCAM,0.05
ALDOA,0.05
FAM57B,0.05
C16orf92,0.05
INO80E,0.05
KCNK12,0.05
TMEM219,0.05
HELLPAR,0.05
CDIPT,0.05
PAGR1,0.05
MBOAT7,0.05
KIF22,0.05
RPS9,0.05
ACYP2,0.05
TSPYL6,0.05
LILRA6,0.05
C2orf73,0.05
HEATR3,0.05
CAPN14,0.05
YPEL5,0.05
CENPT,0.05
CTD-2224J9.7,0.05
ENKD1,0.05
PARD6A,0.05
ACD,0.05
VSNL1,0.05
MSGN1,0.05
KCNS3,0.05
KIAA2012,0.05
ZDHHC1,0.05
CTD-2224J9.8,0.05
NT5C1B-RDH14,0.05
TTC32,0.05
LAPTM4A,0.05
TMEM208,0.05
ZNF331,0.05
E2F4,0.05
EXOC3L1,0.05
NOL3,0.05
MIR512-1,0.05
B3GNT9,0.05
C16orf70,0.05
CBFB,0.05
KLHL29,0.05
GFOD2,0.05
NUTF2,0.05
WDR43,0.05
NRN1L,0.05
PGBD2,0.05
ZNF702P,0.05
ERVV-1,0.05
ACP1,0.05
FAM150B,0.05
LINC00997,0.05
NOB1,0.05
TMED6,0.05
RP11-343C2.12,0.05
CPSF3,0.05
IAH1,0.05
YWHAQ,0.05
CDH3,0.05
TAF1B,0.05
GRHL1,0.05
PRMT7,0.05
KCNF1,0.05
KRT87P,0.05
DPEP2,0.05
DPEP3,0.05
KRT17P7,0.05
E2F6,0.05
CTRL,0.05
UBXN2A,0.05
MFSD2B,0.05
PDP2,0.05
FAM228B,0.05
KHK,0.05
CGREF1,0.05
PREB,0.05
TCF23,0.05
MIR518F,0.05
SLC5A6,0.05
MT1G,0.05
MIR518B,0.05
MT1E,0.05
MT4,0.05
SLC30A3,0.05
TRIM54,0.05
IFT22,0.05
CES5A,0.05
CES1P1,0.05
SNX17,0.05
KRTCAP3,0.05
IRX5,0.05
MIR517A,0.05
AKTIP,0.05
RP11-44F14.1,0.05
SLC4A1AP,0.05
FOSL2,0.05
FAM192A,0.05
ARL2BP,0.05
PLLP,0.05
POMC,0.05
TP53I3,0.05
PFN4,0.05
CMTM3,0.05
CMTM2,0.05
CMTM1,0.05
CKLF-CMTM1,0.05
MIR520E,0.05
TK2,0.05
IZUMO1R,0.05
GOT2,0.05
GINS3,0.05
CX3CL1,0.05
DRC1,0.05
USB1,0.05
KCNK3,0.05
TEPP,0.05
MIR1283-1,0.05
CENPA,0.05
CCDC102A,0.05
COQ9,0.05
INTS4P1,0.05
CCL17,0.05
MPDU1,0.05
BTG2,0.05
COL1A1,0.05
ACLY,0.05
KLHL10,0.05
EMP3,0.05
GAST,0.05
LENEP,0.05
KRT17,0.05
KRT16,0.05
KRT14,0.05
KRT19,0.05
KRT13,0.05
KRT36,0.05
EFNA3,0.05
KDELR1,0.05
KRT33B,0.05
DPM3,0.05
KRTAP17-1,0.05
GRIN2D,0.05
KRTCAP2,0.05
KRTAP9-8,0.05
KCNJ14,0.05
MUC1,0.05
LMTK3,0.05
KRTAP4-3,0.05
SULT2B1,0.05
PMVK,0.05
TTC25,0.05
RPL18,0.05
